NetC;Brindisi;;;;
Stat;Torchiarolo-Via Fanin;;;;
Parm;SO2;NO2;NOX;PM10;PM2.5
;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;ug/m3;ug/m3
;;;;;
;;;;;
21/01/2020 14:00;4,41;3,99;5,58;13,92;12,34
21/01/2020 15:00;3,87;4,70;6,61;;16,82
21/01/2020 16:00;3,12;4,54;5,91;14,41;14,59
21/01/2020 17:00;2,04;4,58;6,16;;12,34
21/01/2020 18:00;1,34;12,57;15,62;14,90;11,63
21/01/2020 19:00;0,99;12,47;14,52;;10,92
21/01/2020 20:00;1,06;26,32;31,75;13,68;13,98
21/01/2020 21:00;1,29;52,84;91,58;;14,79
21/01/2020 22:00;0,83;36,59;53,58;16,61;15,65
21/01/2020 23:00;0,54;40,20;67,01;;19,10
22/01/2020 00:00;0,78;25,03;30,34;22,47;19,50
22/01/2020 01:00;;20,45;23,25;;15,23
22/01/2020 02:00;0,95;12,18;13,88;17,34;12,59
22/01/2020 03:00;0,87;;;;10,42
22/01/2020 04:00;1,00;;;20,27;9,02
22/01/2020 05:00;0,67;;;;14,13
22/01/2020 06:00;0,84;;;18,07;12,85
22/01/2020 07:00;0,78;;;;13,96
22/01/2020 08:00;0,12;;;16,36;11,14
22/01/2020 09:00;1,27;;;;10,70
22/01/2020 10:00;1,12;;;11,97;16,33
22/01/2020 11:00;1,01;;;;15,68
22/01/2020 12:00;1,32;;;18,32;13,67
22/01/2020 13:00;1,39;5,82;7,91;;9,81
22/01/2020 14:00;1,47;5,89;7,90;12,45;6,13
22/01/2020 15:00;1,83;7,28;9,91;;9,67
22/01/2020 16:00;1,62;;;13,92;13,94
22/01/2020 17:00;1,52;7,79;9,46;;14,59
22/01/2020 18:00;1,97;15,71;17,33;16,85;12,15
22/01/2020 19:00;1,85;25,91;27,97;;14,06
22/01/2020 20:00;1,99;23,43;25,80;20,76;15,40
22/01/2020 21:00;2,14;21,64;23,87;;15,50
22/01/2020 22:00;1,97;21,47;23,79;20,51;22,31
22/01/2020 23:00;2,13;17,13;19,40;;31,74
23/01/2020 00:00;1,55;11,94;13,86;18,32;26,93
23/01/2020 01:00;1,60;10,63;12,29;;16,52
23/01/2020 02:00;1,82;10,20;11,90;24,42;15,64
23/01/2020 03:00;2,40;11,36;13,00;;10,73
23/01/2020 04:00;2,26;11,33;13,22;18,56;13,31
23/01/2020 05:00;1,75;9,52;11,20;;14,56
23/01/2020 06:00;1,94;10,23;11,87;12,94;11,81
23/01/2020 07:00;1,92;12,82;14,28;;11,73
23/01/2020 08:00;2,01;18,26;19,97;26,37;14,47
23/01/2020 09:00;2,60;21,95;25,31;;12,15
23/01/2020 10:00;2,37;13,37;16,34;19,05;10,61
23/01/2020 11:00;2,72;6,57;8,90;;13,35
23/01/2020 12:00;2,47;5,16;7,15;20,02;13,27
23/01/2020 13:00;2,35;6,12;8,54;;11,33
23/01/2020 14:00;1,94;6,87;9,44;14,41;15,18
23/01/2020 15:00;2,50;6,67;9,05;;20,49
23/01/2020 16:00;2,93;6,33;8,38;18,07;17,36
23/01/2020 17:00;3,27;7,05;8,60;;13,93
23/01/2020 18:00;3,30;11,55;13,75;18,32;11,01
23/01/2020 19:00;2,47;34,48;37,37;;10,40
23/01/2020 20:00;2,26;32,41;35,51;19,05;13,43
23/01/2020 21:00;2,07;15,49;17,55;;17,62
23/01/2020 22:00;2,65;15,50;17,53;26,86;19,40
23/01/2020 23:00;2,51;14,37;15,70;;18,97
24/01/2020 00:00;2,23;13,18;14,98;18,80;13,18
24/01/2020 01:00;;17,50;19,48;;16,88
24/01/2020 02:00;1,17;19,89;22,08;25,89;21,85
24/01/2020 03:00;1,43;;;;19,24
24/01/2020 04:00;1,45;25,28;28,49;23,44;13,79
24/01/2020 05:00;1,67;32,17;42,92;;15,69
24/01/2020 06:00;1,49;38,27;65,28;16,12;17,75
24/01/2020 07:00;1,72;40,29;55,59;;19,98
24/01/2020 08:00;1,58;53,28;107,11;21,98;25,57
24/01/2020 09:00;1,60;49,24;91,58;;27,24
24/01/2020 10:00;1,85;29,37;41,75;26,37;35,66
24/01/2020 11:00;2,27;23,08;31,66;;25,46
24/01/2020 12:00;2,16;14,35;18,21;33,21;20,49
24/01/2020 13:00;2,14;10,90;13,54;;21,34
24/01/2020 14:00;2,39;10,58;13,44;23,69;17,98
24/01/2020 15:00;2,35;9,06;11,24;;20,33
24/01/2020 16:00;2,64;9,70;11,40;33,70;21,32
24/01/2020 17:00;2,24;11,59;13,55;;16,13
24/01/2020 18:00;1,93;26,83;30,79;25,89;13,16
24/01/2020 19:00;6,57;39,72;46,60;;50,96
24/01/2020 20:00;36,11;46,94;56,09;30,04;67,13
24/01/2020 21:00;5,22;35,26;41,98;;62,80
24/01/2020 22:00;4,08;21,55;25,54;51,28;47,08
24/01/2020 23:00;3,54;19,08;22,74;;36,53
25/01/2020 00:00;3,38;10,54;12,80;48,35;33,26
25/01/2020 01:00;3,24;8,34;9,97;;24,96
25/01/2020 02:00;3,28;6,61;8,20;43,96;15,05
25/01/2020 03:00;3,63;5,31;6,71;;8,90
25/01/2020 04:00;3,38;6,61;8,42;26,62;12,32
25/01/2020 05:00;3,85;5,18;6,37;;11,50
25/01/2020 06:00;3,29;5,70;6,97;18,56;6,42
25/01/2020 07:00;3,16;11,25;13,35;;8,03
25/01/2020 08:00;2,89;23,61;26,74;15,87;9,59
25/01/2020 09:00;2,80;26,00;31,86;;18,41
25/01/2020 10:00;3,54;12,36;15,51;19,29;20,34
25/01/2020 11:00;3,35;5,69;7,63;;18,59
25/01/2020 12:00;3,38;5,77;8,27;23,44;8,62
25/01/2020 13:00;3,22;5,53;7,24;;7,72
25/01/2020 14:00;3,39;5,37;6,97;14,16;9,99
25/01/2020 15:00;3,39;5,03;6,75;;9,89
25/01/2020 16:00;2,94;4,96;6,32;11,97;7,45
25/01/2020 17:00;2,95;6,45;7,94;;9,03
25/01/2020 18:00;3,18;6,61;8,22;10,99;13,04
25/01/2020 19:00;2,95;8,98;10,85;;18,44
25/01/2020 20:00;3,02;10,77;13,05;28,57;17,46
25/01/2020 21:00;3,23;9,85;11,78;;20,17
25/01/2020 22:00;2,15;9,61;11,76;28,08;20,26
25/01/2020 23:00;2,78;8,13;9,91;;18,05
26/01/2020 00:00;3,08;8,48;10,75;30,53;17,85
26/01/2020 01:00;;13,48;15,91;;23,90
26/01/2020 02:00;2,75;12,09;13,91;31,75;23,20
26/01/2020 03:00;2,50;;;;17,70
26/01/2020 04:00;2,86;4,54;5,79;37,36;9,73
26/01/2020 05:00;2,85;5,90;7,32;;6,78
26/01/2020 06:00;2,95;6,16;7,77;23,44;9,21
26/01/2020 07:00;2,96;5,86;7,21;;10,61
26/01/2020 08:00;1,91;5,92;6,97;18,07;9,90
26/01/2020 09:00;2,58;10,46;12,62;;8,67
26/01/2020 10:00;2,91;8,86;10,70;22,47;14,14
26/01/2020 11:00;3,13;7,90;10,09;;14,70
26/01/2020 12:00;3,07;7,85;10,40;23,20;16,50
26/01/2020 13:00;3,04;8,39;10,99;;18,86
26/01/2020 14:00;3,42;9,84;12,59;17,34;23,33
26/01/2020 15:00;3,58;5,85;7,65;;21,22
26/01/2020 16:00;3,58;6,71;8,93;27,59;14,95
26/01/2020 17:00;3,19;10,51;13,07;;20,55
26/01/2020 18:00;3,70;15,70;19,17;24,42;32,18
26/01/2020 19:00;4,06;19,43;23,31;;39,76
26/01/2020 20:00;4,44;26,36;32,11;33,94;42,22
26/01/2020 21:00;4,85;28,06;35,68;;43,08
26/01/2020 22:00;4,69;38,53;53,70;43,47;31,68
26/01/2020 23:00;5,92;17,37;22,08;;21,85
27/01/2020 00:00;5,43;11,35;14,46;38,10;16,04
27/01/2020 01:00;5,86;15,19;18,10;;18,16
27/01/2020 02:00;5,96;11,84;14,59;28,57;21,62
27/01/2020 03:00;5,43;11,71;14,37;;21,93
27/01/2020 04:00;5,54;16,77;19,63;27,84;20,70
27/01/2020 05:00;5,74;23,57;27,62;;18,57
27/01/2020 06:00;5,55;26,99;33,54;26,86;16,16
27/01/2020 07:00;6,16;31,13;37,47;;17,93
27/01/2020 08:00;5,78;41,74;61,58;20,27;21,71
27/01/2020 09:00;5,79;34,38;49,37;;19,71
27/01/2020 10:00;5,73;14,14;19,65;26,37;14,41
27/01/2020 11:00;5,17;8,03;10,76;;11,33
27/01/2020 12:00;5,13;5,58;7,51;28,82;10,51
27/01/2020 13:00;5,20;5,84;7,70;;11,21
27/01/2020 14:00;5,64;5,11;7,06;15,14;12,23
27/01/2020 15:00;5,57;4,77;6,04;;9,91
27/01/2020 16:00;5,78;5,53;7,38;17,34;7,96
27/01/2020 17:00;5,51;8,07;9,76;;8,05
27/01/2020 18:00;4,69;16,42;18,21;15,63;7,45
27/01/2020 19:00;2,93;23,45;26,25;;14,88
27/01/2020 20:00;4,16;27,38;34,07;16,61;12,86
27/01/2020 21:00;5,59;24,32;27,28;;12,83
27/01/2020 22:00;5,56;16,84;19,34;20,51;12,35
27/01/2020 23:00;5,95;19,26;22,22;;26,12
28/01/2020 00:00;5,55;13,74;16,22;28,82;28,79
28/01/2020 01:00;;24,65;27,58;;22,27
28/01/2020 02:00;3,25;24,53;28,59;26,86;26,27
28/01/2020 03:00;3,66;;;;29,20
28/01/2020 04:00;3,81;21,96;26,29;30,04;28,70
28/01/2020 05:00;4,09;24,17;29,01;;28,07
28/01/2020 06:00;3,93;21,89;25,69;31,26;29,24
28/01/2020 07:00;3,78;36,93;64,97;;25,74
28/01/2020 08:00;3,59;43,41;117,48;33,94;22,35
28/01/2020 09:00;3,82;29,99;85,88;;26,38
28/01/2020 10:00;11,02;;;34,92;24,51
28/01/2020 11:00;;;;;
28/01/2020 12:00;0,32;;;;
28/01/2020 13:00;;5,00;5,37;;
28/01/2020 14:00;;5,12;5,52;;6,84
28/01/2020 15:00;;4,25;4,82;;7,03
28/01/2020 16:00;;4,63;5,11;1,47;6,70
28/01/2020 17:00;;4,93;5,78;;6,97
28/01/2020 18:00;;12,43;13,74;12,94;7,55
28/01/2020 19:00;;18,79;21,12;;15,34
28/01/2020 20:00;;13,75;15,32;16,12;21,47
28/01/2020 21:00;;12,40;13,83;;19,20
28/01/2020 22:00;;5,98;6,89;20,27;10,77
28/01/2020 23:00;;2,95;3,93;;9,78
29/01/2020 00:00;;2,73;3,01;23,69;8,99
29/01/2020 01:00;;2,48;3,09;;9,57
29/01/2020 02:00;;3,13;3,94;21,49;11,62
29/01/2020 03:00;;4,40;5,49;;10,02
29/01/2020 04:00;;5,77;7,06;20,27;8,27
29/01/2020 05:00;;5,75;7,34;;9,17
29/01/2020 06:00;;3,19;4,10;18,80;8,81
29/01/2020 07:00;;9,18;10,29;;6,85
29/01/2020 08:00;;18,41;20,83;16,85;5,72
29/01/2020 09:00;;17,73;21,60;;5,99
29/01/2020 10:00;;10,15;13,09;14,16;13,50
29/01/2020 11:00;;;;;12,61
29/01/2020 12:00;;5,36;6,60;10,99;6,86
29/01/2020 13:00;;;;;6,39
29/01/2020 14:00;1,66;4,70;5,92;6,11;8,27
29/01/2020 15:00;1,52;4,57;5,73;;7,92
29/01/2020 16:00;;;;4,64;6,15
29/01/2020 17:00;;;;;3,79
29/01/2020 18:00;0,10;12,47;14,88;11,48;11,34
29/01/2020 19:00;0,35;22,57;26,25;;23,19
29/01/2020 20:00;0,82;28,74;33,70;17,34;34,47
29/01/2020 21:00;0,47;34,86;39,35;;46,92
29/01/2020 22:00;0,09;24,16;27,12;37,36;27,32
29/01/2020 23:00;0,07;15,80;18,31;;12,15
30/01/2020 00:00;;11,65;13,73;36,14;12,53
30/01/2020 01:00;;13,72;16,18;;15,28
30/01/2020 02:00;;14,98;17,64;28,33;13,59
30/01/2020 03:00;;;;;12,64
30/01/2020 04:00;;11,61;13,64;22,95;15,08
30/01/2020 05:00;;12,56;14,94;;10,96
30/01/2020 06:00;;29,47;38,01;21,98;11,04
30/01/2020 07:00;;47,09;67,32;;12,95
30/01/2020 08:00;0,02;47,75;65,31;18,32;14,47
30/01/2020 09:00;0,17;43,48;83,10;;14,69
30/01/2020 10:00;0,45;23,37;35,69;16,85;16,20
30/01/2020 11:00;0,51;13,78;19,06;;20,37
30/01/2020 12:00;0,09;7,40;9,98;27,59;16,37
30/01/2020 13:00;0,04;7,67;10,34;;11,64
30/01/2020 14:00;1,17;7,16;9,68;22,71;10,71
30/01/2020 15:00;2,73;6,04;7,74;;12,13
30/01/2020 16:00;2,15;6,71;9,05;21,98;10,22
30/01/2020 17:00;2,32;11,00;13,70;;10,09
30/01/2020 18:00;1,84;24,23;27,38;18,56;10,71
30/01/2020 19:00;2,46;68,75;115,07;;10,71
30/01/2020 20:00;2,13;33,40;40,94;24,91;9,49
30/01/2020 21:00;1,90;49,69;86,92;;10,29
30/01/2020 22:00;2,00;44,15;95,32;27,59;13,04
30/01/2020 23:00;1,58;23,22;28,67;;25,81
31/01/2020 00:00;1,88;21,11;25,68;23,93;29,60
31/01/2020 01:00;1,52;25,39;29,86;;23,80
31/01/2020 02:00;1,99;27,57;39,22;32,72;21,82
31/01/2020 03:00;1,78;26,38;53,08;;24,26
31/01/2020 04:00;1,71;28,58;62,10;30,77;23,17
31/01/2020 05:00;1,52;29,18;40,18;;27,70
31/01/2020 06:00;1,40;32,67;47,60;25,40;37,54
31/01/2020 07:00;1,40;40,50;56,22;;35,46
31/01/2020 08:00;1,44;54,00;105,46;39,32;25,93
31/01/2020 09:00;1,82;56,27;142,29;;18,80
31/01/2020 10:00;1,18;24,20;35,74;33,21;27,07
31/01/2020 11:00;1,95;14,56;19,56;;21,76
31/01/2020 12:00;1,62;8,41;10,85;39,32;13,03
31/01/2020 13:00;3,14;6,24;8,47;;8,90
31/01/2020 14:00;1,95;6,46;8,38;21,00;6,84
31/01/2020 15:00;1,78;6,78;8,73;;5,21
31/01/2020 16:00;1,59;8,06;10,23;19,05;5,20
31/01/2020 17:00;1,33;14,43;17,38;;14,19
31/01/2020 18:00;0,69;13,99;17,40;10,26;16,65
31/01/2020 19:00;0,45;30,26;35,90;;26,30
31/01/2020 20:00;2,28;56,88;71,75;28,33;54,84
31/01/2020 21:00;0,82;58,45;86,81;;69,73
31/01/2020 22:00;1,02;50,80;62,94;63,74;52,72
31/01/2020 23:00;0,95;32,31;40,12;;31,23
02/01/20 00:00;0,67;32,70;42,55;49,33;38,01
02/01/20 01:00;;27,11;33,52;;35,40
02/01/20 02:00;0,35;28,66;39,13;46,15;49,98
02/01/20 03:00;0,23;;;;68,04
02/01/20 04:00;0,53;29,72;51,71;52,01;65,15
02/01/20 05:00;0,52;27,61;51,28;;59,89
02/01/20 06:00;0,56;27,21;41,67;60,56;50,75
02/01/20 07:00;0,17;28,49;46,21;;43,78
02/01/20 08:00;0,34;30,07;56,30;55,43;38,82
02/01/20 09:00;0,30;32,46;72,89;;37,59
02/01/20 10:00;0,58;33,39;57,24;54,70;38,95
02/01/20 11:00;0,58;19,43;27,59;;35,44
02/01/20 12:00;2,21;16,72;22,38;57,63;23,81
02/01/20 13:00;1,46;14,00;17,81;;17,74
02/01/20 14:00;1,24;12,05;15,29;30,04;17,14
02/01/20 15:00;2,44;11,20;14,09;;16,67
02/01/20 16:00;3,49;14,73;18,58;22,95;14,47
02/01/20 17:00;1,93;12,12;14,63;;15,39
02/01/20 18:00;1,25;26,23;31,51;21,98;25,17
02/01/20 19:00;0,43;45,84;53,04;;48,66
02/01/20 20:00;0,11;45,22;51,98;38,10;35,87
02/01/20 21:00;0,14;40,49;47,38;;20,80
02/01/20 22:00;0,36;22,16;25,96;39,32;26,66
02/01/20 23:00;0,22;16,32;19,74;;24,75
02/02/20 00:00;0,07;19,74;23,46;42,74;26,17
02/02/20 01:00;0,07;16,98;20,39;;31,89
02/02/20 02:00;0,23;16,38;19,81;37,85;32,85
02/02/20 03:00;0,16;13,40;16,52;;29,00
02/02/20 04:00;0,25;10,58;13,66;40,78;17,14
02/02/20 05:00;0,10;12,63;16,01;;16,98
02/02/20 06:00;0,04;11,92;15,38;29,06;14,87
02/02/20 07:00;0,14;11,96;15,44;;10,43
02/02/20 08:00;;14,26;18,49;30,77;11,71
02/02/20 09:00;0,11;14,65;20,17;;13,86
02/02/20 10:00;0,24;15,66;22,74;21,73;18,62
02/02/20 11:00;0,86;9,45;13,64;;14,22
02/02/20 12:00;0,51;7,16;10,40;18,32;10,36
02/02/20 13:00;0,44;8,44;12,26;;7,07
02/02/20 14:00;0,29;6,65;9,58;10,01;7,12
02/02/20 15:00;0,21;5,66;7,94;;6,54
02/02/20 16:00;0,08;6,40;8,78;5,86;2,99
02/02/20 17:00;0,02;7,43;9,82;;4,56
02/02/20 18:00;;11,25;14,66;5,13;9,96
02/02/20 19:00;0,04;39,92;54,23;;14,91
02/02/20 20:00;0,09;60,75;89,22;20,51;28,00
02/02/20 21:00;0,01;47,24;74,61;;20,44
02/02/20 22:00;;43,54;65,49;20,51;22,15
02/02/20 23:00;0,01;41,82;51,86;;34,94
02/03/20 00:00;0,03;36,20;43,49;29,55;46,47
02/03/20 01:00;;23,13;27,83;;44,54
02/03/20 02:00;;14,49;17,32;38,83;29,09
02/03/20 03:00;;;;;18,81
02/03/20 04:00;;17,81;21,14;35,90;11,78
02/03/20 05:00;;17,04;20,33;;6,56
02/03/20 06:00;;14,98;17,63;18,56;4,21
02/03/20 07:00;;20,55;24,03;;4,43
02/03/20 08:00;;37,53;52,20;16,85;4,27
02/03/20 09:00;;31,19;46,54;;7,20
02/03/20 10:00;;13,72;18,43;13,19;8,27
02/03/20 11:00;;9,78;13,77;;8,96
02/03/20 12:00;;8,32;11,39;10,26;9,08
02/03/20 13:00;;5,58;7,68;;8,27
02/03/20 14:00;;5,52;7,76;6,59;5,90
02/03/20 15:00;;5,53;7,55;;2,47
02/03/20 16:00;;7,45;9,47;4,40;0,62
02/03/20 17:00;;10,96;13,29;;3,73
02/03/20 18:00;;19,61;23,17;2,93;8,33
02/03/20 19:00;;30,72;34,99;;9,19
02/03/20 20:00;;44,11;52,19;3,42;33,85
02/03/20 21:00;;57,60;94,48;;40,36
02/03/20 22:00;;45,84;67,63;25,64;41,45
02/03/20 23:00;;38,88;64,63;;44,16
02/04/20 00:00;;31,84;43,29;40,05;52,83
02/04/20 01:00;;26,82;33,82;;53,80
02/04/20 02:00;;25,18;31,33;43,96;49,40
02/04/20 03:00;;22,75;30,56;;41,60
02/04/20 04:00;;24,37;33,15;50,31;33,41
02/04/20 05:00;;26,68;42,49;;28,89
02/04/20 06:00;;15,49;19,34;35,65;23,50
02/04/20 07:00;;24,95;30,90;;13,06
02/04/20 08:00;;19,70;23,55;;9,83
02/04/20 09:00;;19,14;24,90;;10,00
02/04/20 10:00;1,70;13,64;18,41;21,49;7,41
02/04/20 11:00;2,02;10,43;14,52;;9,34
02/04/20 12:00;1,39;7,70;10,23;12,45;7,39
02/04/20 13:00;1,21;6,54;8,71;;14,35
02/04/20 14:00;2,08;5,10;7,03;7,33;11,71
02/04/20 15:00;2,09;4,53;6,76;;8,76
02/04/20 16:00;1,60;4,18;6,52;12,21;16,43
02/04/20 17:00;1,51;5,40;7,14;;21,81
02/04/20 18:00;2,07;8,01;10,40;21,00;21,23
02/04/20 19:00;2,49;8,75;10,50;;15,90
02/04/20 20:00;2,78;11,11;13,37;32,72;17,09
02/04/20 21:00;2,42;5,14;6,73;;21,99
02/04/20 22:00;1,93;3,10;4,29;38,58;17,93
02/04/20 23:00;2,08;3,67;5,09;;10,97
02/05/20 00:00;2,67;3,61;5,11;31,01;8,88
02/05/20 01:00;;3,20;5,07;;7,22
02/05/20 02:00;2,74;4,38;5,83;24,66;3,38
02/05/20 03:00;2,71;;;;1,62
02/05/20 04:00;2,55;1,77;2,71;15,14;2,12
02/05/20 05:00;3,33;2,40;3,56;;2,04
02/05/20 06:00;3,76;2,54;3,77;8,55;4,01
02/05/20 07:00;2,86;2,39;3,88;;5,20
02/05/20 08:00;3,32;3,78;5,86;7,57;4,60
02/05/20 09:00;2,95;3,55;5,31;;4,08
02/05/20 10:00;3,46;3,35;5,27;5,37;3,37
02/05/20 11:00;2,72;2,04;3,82;;2,25
02/05/20 12:00;3,43;3,14;5,18;13,92;3,65
02/05/20 13:00;3,05;4,50;6,53;;4,67
02/05/20 14:00;4,26;4,66;6,87;7,81;2,83
02/05/20 15:00;3,31;4,01;6,00;;2,44
02/05/20 16:00;2,19;2,12;4,15;8,79;5,98
02/05/20 17:00;1,90;2,16;3,86;;5,84
02/05/20 18:00;1,86;1,99;3,20;7,81;4,31
02/05/20 19:00;1,78;1,92;3,34;;5,79
02/05/20 20:00;1,55;2,72;4,13;14,65;6,54
02/05/20 21:00;2,85;3,96;5,85;;4,63
02/05/20 22:00;4,03;6,18;8,12;15,14;3,68
02/05/20 23:00;3,89;5,52;7,14;;7,09
02/06/20 00:00;5,50;5,94;7,38;8,30;9,08
02/06/20 01:00;5,22;5,10;6,78;;8,77
02/06/20 02:00;4,66;4,78;6,13;10,50;6,34
02/06/20 03:00;4,37;6,19;7,54;;4,40
02/06/20 04:00;1,67;2,98;4,39;16,12;5,19
02/06/20 05:00;3,11;2,26;3,51;;5,21
02/06/20 06:00;2,62;1,89;3,07;21,98;4,71
02/06/20 07:00;2,87;2,29;3,42;;6,82
02/06/20 08:00;2,53;2,65;4,04;14,65;8,96
02/06/20 09:00;3,76;4,30;5,93;;6,67
02/06/20 10:00;3,31;3,95;5,60;15,63;5,58
02/06/20 11:00;3,42;4,38;6,32;;6,00
02/06/20 12:00;2,25;2,05;4,08;17,09;5,51
02/06/20 13:00;2,03;1,85;3,39;;7,21
02/06/20 14:00;1,03;1,65;3,03;18,07;7,46
02/06/20 15:00;2,95;2,63;4,85;;4,62
02/06/20 16:00;2,37;1,93;3,44;10,26;3,74
02/06/20 17:00;3,14;3,53;5,66;;4,18
02/06/20 18:00;1,91;2,36;3,99;9,28;4,45
02/06/20 19:00;2,17;3,17;4,86;;6,30
02/06/20 20:00;1,61;3,60;5,07;8,06;6,45
02/06/20 21:00;0,98;3,27;4,95;;4,09
02/06/20 22:00;1,20;2,42;4,01;12,70;5,07
02/06/20 23:00;0,26;1,09;2,45;;4,51
02/07/20 00:00;0,15;;;12,70;1,26
02/07/20 01:00;;1,48;3,05;;0,82
02/07/20 02:00;0,14;1,01;2,46;10,01;2,04
02/07/20 03:00;0,25;;;;3,46
02/07/20 04:00;0,88;3,91;5,37;11,23;3,64
02/07/20 05:00;3,02;4,58;6,01;;1,81
02/07/20 06:00;0,90;9,84;11,50;9,52;0,33
02/07/20 07:00;0,22;10,86;13,00;;1,41
02/07/20 08:00;0,15;17,88;21,07;7,08;2,54
02/07/20 09:00;0,10;16,45;21,30;;4,56
02/07/20 10:00;;10,00;13,60;9,52;5,91
02/07/20 11:00;0,04;2,71;4,43;;4,91
02/07/20 12:00;0,70;2,18;3,82;14,41;2,27
02/07/20 13:00;0,87;2,39;3,94;;0,42
02/07/20 14:00;0,42;2,67;4,56;7,81;1,21
02/07/20 15:00;0,34;3,20;5,22;;1,43
02/07/20 16:00;0,67;4,20;6,03;5,62;2,03
02/07/20 17:00;2,22;6,63;8,96;;3,25
02/07/20 18:00;1,20;6,52;9,10;3,42;9,90
02/07/20 19:00;1,50;6,69;8,68;;9,34
02/07/20 20:00;0,38;7,59;9,97;8,79;6,14
02/07/20 21:00;0,31;7,68;9,99;;5,11
02/07/20 22:00;0,80;30,21;33,61;10,01;5,10
02/07/20 23:00;0,01;31,57;35,61;;13,24
02/08/20 00:00;;12,75;15,22;13,19;12,82
02/08/20 01:00;;12,86;15,03;;9,00
02/08/20 02:00;0,01;13,76;16,12;18,80;6,61
02/08/20 03:00;;10,09;12,31;;5,20
02/08/20 04:00;0,33;8,91;11,00;13,68;4,68
02/08/20 05:00;0,06;13,55;15,93;;7,00
02/08/20 06:00;0,15;15,21;18,09;11,72;7,87
02/08/20 07:00;0,11;28,21;32,18;;6,61
02/08/20 08:00;0,01;36,12;56,28;8,30;5,49
02/08/20 09:00;0,03;34,52;62,68;;8,20
02/08/20 10:00;0,55;5,04;7,66;15,87;9,06
02/08/20 11:00;0,00;3,36;5,41;;10,05
02/08/20 12:00;0,08;2,50;4,64;15,63;7,90
02/08/20 13:00;0,35;2,42;3,96;;2,61
02/08/20 14:00;0,22;3,25;4,99;12,45;1,04
02/08/20 15:00;0,16;3,45;5,46;;3,25
02/08/20 16:00;0,22;3,57;5,24;7,57;4,89
02/08/20 17:00;0,07;5,17;7,01;;3,95
02/08/20 18:00;0,05;10,64;13,33;4,40;5,87
02/08/20 19:00;;53,18;78,56;;7,72
02/08/20 20:00;;64,05;129,93;11,23;6,51
02/08/20 21:00;;52,16;129,82;;6,00
02/08/20 22:00;;42,83;112,90;25,89;6,32
02/08/20 23:00;;34,20;93,29;;16,48
02/09/20 00:00;;27,25;58,05;25,15;16,70
02/09/20 01:00;;35,97;51,81;;27,98
02/09/20 02:00;;34,26;76,59;25,15;45,04
02/09/20 03:00;;;;;47,36
02/09/20 04:00;;21,52;44,97;45,42;43,29
02/09/20 05:00;;22,67;50,99;;31,47
02/09/20 06:00;;20,61;48,07;48,35;22,26
02/09/20 07:00;;20,58;49,73;;16,79
02/09/20 08:00;;23,95;53,08;37,12;17,20
02/09/20 09:00;;26,72;46,44;;17,95
02/09/20 10:00;;15,56;21,25;33,70;25,77
02/09/20 11:00;;7,98;10,70;;22,16
02/09/20 12:00;;6,98;9,18;35,65;11,43
02/09/20 13:00;;7,78;10,32;;8,41
02/09/20 14:00;;7,13;8,97;19,54;11,01
02/09/20 15:00;;6,46;8,51;;14,25
02/09/20 16:00;;5,88;7,81;10,99;9,23
02/09/20 17:00;;9,06;11,23;;14,32
02/09/20 18:00;;17,17;19,84;13,19;12,15
02/09/20 19:00;;39,85;43,86;;10,61
02/09/20 20:00;;62,53;73,53;14,65;17,04
02/09/20 21:00;;54,87;64,65;;33,33
02/09/20 22:00;;37,75;44,98;19,29;55,04
02/09/20 23:00;;47,99;58,16;;63,93
02/10/20 00:00;;42,73;53,94;43,47;77,60
02/10/20 01:00;;23,09;27,74;;61,79
02/10/20 02:00;;17,02;20,59;58,12;42,26
02/10/20 03:00;;34,47;44,98;;32,03
02/10/20 04:00;;34,13;50,71;52,26;23,75
02/10/20 05:00;;25,01;29,85;;22,32
02/10/20 06:00;;38,06;43,63;35,90;16,26
02/10/20 07:00;;41,10;49,72;;13,75
02/10/20 08:00;;48,00;74,18;20,51;18,01
02/10/20 09:00;;38,45;55,13;;19,12
02/10/20 10:00;;19,51;26,46;26,13;15,87
02/10/20 11:00;;12,56;16,00;;15,59
02/10/20 12:00;;14,46;18,31;20,51;15,82
02/10/20 13:00;;8,26;11,45;;13,60
02/10/20 14:00;;6,27;8,60;12,94;9,34
02/10/20 15:00;;5,78;7,67;;6,65
02/10/20 16:00;;6,30;8,25;18,80;6,32
02/10/20 17:00;;7,32;9,29;;9,23
02/10/20 18:00;;9,92;11,96;10,74;11,51
02/10/20 19:00;;18,88;22,65;;13,75
02/10/20 20:00;0,25;14,71;17,31;21,00;21,52
02/10/20 21:00;0,27;15,18;17,99;;20,48
02/10/20 22:00;0,37;14,14;16,95;28,82;14,88
02/10/20 23:00;0,58;14,86;17,63;;15,79
02/11/20 00:00;0,35;11,41;14,38;22,95;13,73
02/11/20 01:00;;9,17;11,40;;12,34
02/11/20 02:00;0,09;5,57;7,43;31,01;11,54
02/11/20 03:00;0,14;;;;11,02
02/11/20 04:00;0,11;5,28;7,22;25,15;9,21
02/11/20 05:00;0,39;4,33;6,02;;7,86
02/11/20 06:00;0,19;6,24;8,08;23,69;11,58
02/11/20 07:00;0,37;10,90;13,53;;11,76
