Stat;EN02;;;;;;;
Parm;PM10;PM2.5;NOX;NO;NO2;CO;O3;
Unit;ug/m3;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3 293K;
17/01/20 23:00;29;21;16,88;0,95;15,52;0,46;51,35;
18/01/20 00:00;26;18;10,70;1,01;9,27;0,43;57,29;
18/01/20 01:00;25;18;12,86;1,12;11,25;0,45;52,20;
18/01/20 02:00;27;20;11,96;0,91;10,67;0,46;54,76;
18/01/20 03:00;32;26;13,48;0,98;12,09;0,51;54,06;
18/01/20 04:00;35;29;12,51;0,91;11,22;0,52;58,35;
18/01/20 05:00;32;25;14,05;0,90;12,77;0,52;58,32;
18/01/20 06:00;29;23;27,31;1,30;25,41;0,53;47,51;
18/01/20 07:00;31;24;50,32;2,69;46,31;;;
18/01/20 08:00;32;25;65,03;4,72;57,92;0,52;22,60;
18/01/20 09:00;40;34;87,24;17,21;60,97;0,62;19,54;
18/01/20 10:00;45;38;;;;0,66;37,55;
18/01/20 11:00;32;25;44,11;6,58;34,13;0,57;55,63;
18/01/20 12:00;24;18;22,28;3,74;16,64;0,47;76,42;
18/01/20 13:00;29;25;20,53;2,19;17,28;0,54;80,07;
18/01/20 14:00;33;30;32,38;2,36;28,87;0,53;75,79;
18/01/20 15:00;30;26;27,09;2,02;24,10;0,52;79,96;
18/01/20 16:00;33;29;44,12;2,33;40,66;0,61;62,09;
18/01/20 17:00;26;21;22,00;1,28;20,14;0,49;64,37;
18/01/20 18:00;27;23;32,05;1,27;30,22;0,55;47,99;
18/01/20 19:00;28;22;28,95;1,43;26,86;0,57;44,57;
18/01/20 20:00;29;22;33,91;1,03;32,45;0,53;40,68;
18/01/20 21:00;24;17;25,12;0,97;23,75;0,50;53,49;
18/01/20 22:00;20;13;12,22;0,88;10,97;0,46;65,79;
18/01/20 23:00;17;11;8,50;0,98;7,11;0,42;69,14;
19/01/20 00:00;16;11;7,82;0,87;6,60;0,43;67,40;
19/01/20 01:00;17;13;8,04;0,92;6,74;0,44;61,95;
19/01/20 02:00;17;15;11,43;0,85;10,23;0,51;60,83;
19/01/20 03:00;20;17;13,55;0,88;12,30;0,55;54,47;
19/01/20 04:00;23;21;14,57;0,86;13,36;0,57;47,29;
19/01/20 05:00;24;21;12,76;0,84;11,59;0,55;47,43;
19/01/20 06:00;23;20;11,37;0,85;10,17;;;
19/01/20 07:00;23;20;12,66;0,96;11,30;0,53;48,18;
19/01/20 08:00;24;21;17,71;1,07;16,19;0,58;37,98;
19/01/20 09:00;30;27;20,24;2,11;17,12;0,66;37,61;
19/01/20 10:00;22;19;13,80;1,98;10,89;0,60;54,81;
19/01/20 11:00;18;17;11,59;1,80;8,93;0,58;63,32;
19/01/20 12:00;17;16;12,73;2,15;9,55;0,55;65,11;
19/01/20 13:00;17;16;15,32;2,52;11,56;0,54;63,25;
19/01/20 14:00;17;16;16,11;2,35;12,62;0,53;63,21;
19/01/20 15:00;17;16;13,52;1,81;10,85;0,54;63,12;
19/01/20 16:00;16;15;14,42;1,66;11,98;0,53;64,80;
19/01/20 17:00;16;14;14,34;1,16;12,67;0,53;64,53;
19/01/20 18:00;18;15;16,19;1,03;14,72;0,54;62,02;
19/01/20 19:00;19;15;13,30;0,90;12,02;0,55;67,17;
19/01/20 20:00;18;14;14,59;0,90;13,32;0,60;57,94;
19/01/20 21:00;18;13;18,11;0,97;16,74;0,62;51,06;
19/01/20 22:00;17;12;16,01;0,90;14,74;0,61;51,62;
19/01/20 23:00;15;12;13,48;0,90;12,20;0,59;55,50;
20/01/20 00:00;15;13;10,00;0,92;8,70;0,56;59,22;
20/01/20 01:00;14;13;8,89;0,90;7,61;0,54;62,67;
20/01/20 02:00;13;11;10,02;0,87;8,79;0,54;59,64;
20/01/20 03:00;13;12;8,05;0,83;6,88;0,56;58,58;
20/01/20 04:00;15;15;25,25;4,20;18,91;0,56;44,69;
20/01/20 05:00;16;15;10,13;1,29;8,23;;;
20/01/20 06:00;15;12;17,31;2,10;14,19;0,55;46,30;
20/01/20 07:00;15;12;;;;0,55;41,34;
20/01/20 08:00;16;15;35,87;4,47;29,13;0,60;34,28;
20/01/20 09:00;18;17;50,59;8,84;37,15;0,65;29,50;
20/01/20 10:00;22;21;57,96;11,30;40,76;0,68;31,17;
20/01/20 11:00;23;21;54,99;11,02;38,21;0,66;34,95;
20/01/20 12:00;22;19;41,11;8,18;28,67;0,62;45,73;
20/01/20 13:00;18;16;19,56;2,95;15,14;0,57;61,09;
20/01/20 14:00;20;17;13,96;1,56;11,66;0,57;68,53;
20/01/20 15:00;20;17;16,65;2,27;13,28;0,57;67,55;
20/01/20 16:00;20;17;16,80;1,51;14,59;0,59;69,43;
20/01/20 17:00;20;17;23,01;1,99;20,07;0,57;63,93;
20/01/20 18:00;20;17;17,54;1,13;15,91;0,59;67,63;
20/01/20 19:00;20;16;16,86;1,10;15,29;0,60;68,28;
20/01/20 20:00;22;17;35,85;1,82;33,16;0,68;52,06;
20/01/20 21:00;19;14;18,93;0,94;17,59;0,60;67,04;
20/01/20 22:00;18;13;19,31;0,92;18,01;0,59;65,48;
20/01/20 23:00;18;13;19,37;0,92;18,07;0,57;61,29;
21/01/20 00:00;21;17;19,91;1,09;18,35;0,60;55,42;
21/01/20 01:00;25;24;18,95;0,99;17,54;0,63;50,21;
21/01/20 02:00;27;25;11,77;0,90;10,50;0,61;57,14;
21/01/20 03:00;31;30;13,92;1,21;12,17;0,59;53,48;
21/01/20 04:00;26;23;9,56;0,86;8,34;;;
21/01/20 05:00;24;21;14,61;1,34;12,67;0,56;45,08;
21/01/20 06:00;23;19;41,81;7,78;29,99;0,56;35,20;
21/01/20 07:00;23;19;36,67;4,75;29,51;0,58;39,96;
21/01/20 08:00;27;22;99,38;22,41;65,17;0,67;17,74;
21/01/20 09:00;32;27;132,68;38,92;73,29;0,73;14,46;
21/01/20 10:00;36;30;87,96;21,70;54,62;0,71;28,42;
21/01/20 11:00;35;30;36,96;5,68;28,37;0,65;53,95;
21/01/20 12:00;23;18;15,50;2,77;11,36;0,54;69,76;
21/01/20 13:00;22;17;10,21;1,77;7,60;0,53;74,98;
21/01/20 14:00;23;19;13,95;2,62;10,04;0,54;76,09;
21/01/20 15:00;23;21;14,48;2,64;10,54;0,53;76,65;
21/01/20 16:00;24;22;12,38;1,68;9,93;0,54;76,90;
21/01/20 17:00;26;23;13,34;1,22;11,58;0,54;74,19;
21/01/20 18:00;28;23;25,85;1,28;24,00;0,56;57,52;
21/01/20 19:00;31;26;44,08;2,76;39,96;0,62;44,59;
21/01/20 20:00;36;30;101,66;19,33;72,13;0,66;12,54;
21/01/20 21:00;47;40;65,84;7,83;53,95;0,67;18,77;
21/01/20 22:00;44;38;32,00;1,37;30,02;0,68;30,58;
21/01/20 23:00;40;33;33,95;1,67;31,50;0,68;29,44;
22/01/20 00:00;36;30;19,66;1,16;17,98;0,63;40,38;
22/01/20 01:00;30;24;13,58;1,10;12,00;0,57;46,27;
22/01/20 02:00;27;22;8,22;0,89;6,96;0,53;49,81;
22/01/20 03:00;28;23;7,21;0,88;5,97;;;
22/01/20 04:00;28;24;7,89;0,87;6,67;0,52;50,31;
22/01/20 05:00;29;24;8,87;0,88;7,62;0,52;49,82;
22/01/20 06:00;29;24;13,30;1,26;11,47;0,51;48,32;
22/01/20 07:00;33;30;23,15;1,99;20,22;0,62;46,08;
22/01/20 08:00;38;35;49,38;7,98;37,26;0,72;35,60;
22/01/20 09:00;34;30;58,85;12,43;39,90;0,66;35,39;
22/01/20 10:00;34;29;73,29;18,59;44,89;0,64;36,63;
22/01/20 11:00;28;22;55,54;13,49;34,99;0,60;51,31;
22/01/20 12:00;24;20;21,20;3,59;15,80;0,54;72,23;
22/01/20 13:00;22;18;13,37;2,15;10,17;0,52;77,71;
22/01/20 14:00;22;18;10,26;1,47;8,12;0,52;80,83;
22/01/20 15:00;22;19;13,68;1,73;11,13;0,52;80,28;
22/01/20 16:00;24;22;15,20;1,63;12,81;0,54;77,96;
22/01/20 17:00;27;24;18,51;1,36;16,55;0,55;70,26;
22/01/20 18:00;38;35;52,67;4,46;45,95;0,63;43,27;
22/01/20 19:00;42;37;74,26;4,69;67,18;0,68;25,34;
22/01/20 20:00;84;78;92,15;14,50;69,98;0,78;11,47;
22/01/20 21:00;66;58;31,23;1,90;28,42;0,66;31,34;
22/01/20 22:00;50;40;21,75;1,11;20,16;0,60;34,90;
22/01/20 23:00;41;32;17,19;1,43;15,09;0,56;37,62;
23/01/20 00:00;51;43;13,93;1,02;12,47;0,59;40,76;
23/01/20 01:00;48;43;13,11;1,11;11,51;0,59;43,93;
23/01/20 02:00;45;40;12,40;0,92;11,10;;;
23/01/20 03:00;44;39;9,07;0,89;7,82;0,54;46,20;
23/01/20 04:00;45;41;;;;0,55;47,66;
23/01/20 05:00;40;35;14,52;1,11;12,93;0,55;47,90;
23/01/20 06:00;36;31;25,12;3,84;19,34;0,55;44,48;
23/01/20 07:00;42;38;31,99;3,71;26,43;0,61;40,35;
23/01/20 08:00;50;47;58,77;11,79;40,82;0,68;30,85;
23/01/20 09:00;53;50;114,39;34,65;61,35;0,75;23,12;
23/01/20 10:00;52;46;124,02;38,83;64,60;0,80;20,89;
23/01/20 11:00;41;34;64,85;14,73;42,36;0,65;43,70;
23/01/20 12:00;28;22;24,92;4,99;17,39;0,56;65,50;
23/01/20 13:00;26;21;18,20;3,26;13,30;0,55;74,15;
23/01/20 14:00;24;20;13,28;1,98;10,36;0,55;80,54;
23/01/20 15:00;24;21;13,48;1,78;10,85;0,56;82,19;
23/01/20 16:00;24;22;14,93;1,70;12,43;0,56;81,22;
23/01/20 17:00;26;23;30,26;2,50;26,55;0,56;68,50;
23/01/20 18:00;36;32;68,24;7,12;57,42;0,63;39,97;
23/01/20 19:00;63;59;121,07;23,94;84,48;0,76;15,28;
23/01/20 20:00;61;53;67,79;5,56;59,36;0,73;23,07;
23/01/20 21:00;42;34;27,80;1,57;25,50;0,63;38,36;
23/01/20 22:00;40;31;20,84;1,65;18,42;0,59;43,87;
23/01/20 23:00;40;30;17,39;1,01;15,95;0,57;46,78;
24/01/20 00:00;36;28;14,24;1,19;12,51;0,55;46,85;
24/01/20 01:00;38;31;19,40;1,74;16,82;;;
24/01/20 02:00;52;46;40,58;3,14;35,86;0,68;17,29;
24/01/20 03:00;54;46;29,29;1,54;27,03;0,62;22,00;
24/01/20 04:00;50;43;24,25;1,44;22,15;0,62;24,36;
24/01/20 05:00;45;36;33,29;3,06;28,71;0,60;22,47;
24/01/20 06:00;44;35;74,94;14,98;52,11;0,63;8,82;
24/01/20 07:00;41;32;125,58;37,83;67,68;0,64;3,63;
24/01/20 08:00;39;31;119,39;35,26;65,44;0,61;3,45;
24/01/20 09:00;38;29;129,47;41,61;65,79;0,71;8,74;
24/01/20 10:00;42;35;88,74;20,87;56,84;0,78;24,32;
24/01/20 11:00;33;27;53,72;9,86;38,70;0,73;47,31;
24/01/20 12:00;24;19;23,38;3,36;18,38;0,59;72,14;
24/01/20 13:00;24;21;29,62;4,51;22,82;0,61;72,05;
24/01/20 14:00;29;27;45,56;6,81;35,23;0,65;67,60;
24/01/20 15:00;29;27;54,31;7,64;42,70;0,65;63,12;
24/01/20 16:00;26;23;37,10;4,26;30,67;0,60;70,77;
24/01/20 17:00;25;22;24,05;1,65;21,63;0,57;78,62;
24/01/20 18:00;29;25;51,04;2,21;47,76;0,61;51,41;
24/01/20 19:00;30;24;71,83;3,36;66,79;0,71;33,54;
24/01/20 20:00;33;27;95,30;5,68;86,71;0,91;15,81;
24/01/20 21:00;39;32;94,85;5,29;86,85;0,99;12,30;
24/01/20 22:00;38;31;82,84;3,38;77,76;0,98;12,17;
24/01/20 23:00;36;28;67,16;1,65;64,74;0,96;19,50;
25/01/20 00:00;32;25;50,19;1,46;48,06;;;
25/01/20 01:00;32;24;44,77;1,61;42,41;0,82;31,48;
25/01/20 02:00;34;25;35,22;1,22;33,46;0,70;34,27;
25/01/20 03:00;39;30;34,39;1,10;32,80;0,73;22,46;
25/01/20 04:00;38;29;23,56;1,00;22,13;0,69;29,13;
25/01/20 05:00;39;29;13,64;0,94;12,30;0,61;36,93;
25/01/20 06:00;31;22;10,48;1,17;8,79;0,54;45,15;
25/01/20 07:00;31;22;27,68;2,60;23,80;0,61;40,54;
25/01/20 08:00;37;29;77,08;10,77;60,70;0,68;17,15;
25/01/20 09:00;45;38;72,12;13,00;52,31;0,74;24,23;
25/01/20 10:00;36;29;60,11;11,44;42,68;0,73;39,94;
25/01/20 11:00;26;20;16,36;2,76;12,25;0,59;73,95;
25/01/20 12:00;22;18;13,07;2,13;9,92;0,54;81,79;
25/01/20 13:00;22;18;14,61;2,72;10,55;0,52;82,95;
25/01/20 14:00;22;19;10,90;1,97;8,01;0,50;84,42;
25/01/20 15:00;23;23;14,26;1,70;11,78;0,52;83,43;
25/01/20 16:00;26;25;25,21;2,26;21,85;0,53;80,79;
25/01/20 17:00;30;28;28,35;2,30;24,94;0,58;71,43;
25/01/20 18:00;32;29;20,32;1,14;18,68;0,62;63,69;
25/01/20 19:00;36;32;22,12;1,02;20,67;0,65;59,23;
25/01/20 20:00;30;25;23,66;0,98;22,27;0,63;56,48;
25/01/20 21:00;33;28;35,04;1,14;33,40;0,73;42,95;
25/01/20 22:00;31;25;29,25;1,02;27,79;0,70;46,70;
25/01/20 23:00;30;22;25,79;1,00;24,36;;;
26/01/20 00:00;30;23;42,84;1,96;39,95;0,67;30,46;
26/01/20 01:00;32;24;;;;0,71;22,41;
26/01/20 02:00;32;24;35,45;1,29;33,58;0,70;27,55;
26/01/20 03:00;31;23;31,82;1,11;30,22;0,66;21,75;
26/01/20 04:00;33;24;21,59;0,97;20,21;0,66;33,76;
26/01/20 05:00;33;25;24,77;1,00;23,35;0,67;22,20;
26/01/20 06:00;33;26;22,86;1,13;21,24;0,66;21,76;
26/01/20 07:00;35;27;35,53;1,84;32,81;0,71;18,20;
26/01/20 08:00;35;27;31,95;1,67;29,49;0,67;25,63;
26/01/20 09:00;35;27;36,39;4,97;28,87;0,70;28,39;
26/01/20 10:00;36;29;33,87;4,94;26,40;0,79;35,93;
26/01/20 11:00;32;26;26,62;4,06;20,50;0,74;55,28;
26/01/20 12:00;28;23;13,56;1,82;10,87;0,65;69,72;
26/01/20 13:00;25;19;6,48;1,07;4,94;0,56;75,97;
26/01/20 14:00;26;20;6,66;1,04;5,17;0,56;74,20;
26/01/20 15:00;34;30;16,07;1,53;13,81;0,67;63,71;
26/01/20 16:00;37;33;15,40;1,31;13,49;0,67;64,07;
26/01/20 17:00;36;31;14,55;1,15;12,89;0,64;63,56;
26/01/20 18:00;38;33;22,79;1,16;21,12;0,69;56,26;
26/01/20 19:00;37;30;22,67;1,13;21,05;0,66;54,33;
26/01/20 20:00;35;28;22,81;1,03;21,33;0,68;51,23;
26/01/20 21:00;37;30;16,41;1,04;14,93;0,68;56,19;
26/01/20 22:00;45;37;18,63;0,98;17,23;;;
26/01/20 23:00;40;32;13,71;0,92;12,41;0,69;62,41;
27/01/20 00:00;40;31;14,07;1,01;12,63;0,69;56,24;
27/01/20 01:00;34;26;10,53;0,93;9,21;0,68;56,17;
27/01/20 02:00;32;25;10,97;0,92;9,67;0,70;53,23;
27/01/20 03:00;34;28;9,90;0,89;8,63;0,69;54,23;
27/01/20 04:00;35;28;8,81;0,89;7,55;0,68;56,87;
27/01/20 05:00;34;27;8,53;0,89;7,27;0,68;57,46;
27/01/20 06:00;32;27;10,63;1,06;9,11;0,67;55,93;
27/01/20 07:00;30;24;13,41;1,29;11,54;0,66;56,50;
27/01/20 08:00;30;23;40,21;6,51;30,36;0,69;42,54;
27/01/20 09:00;33;26;68,56;15,57;44,85;0,74;34,63;
27/01/20 10:00;28;21;35,77;7,17;24,87;0,71;55,29;
27/01/20 11:00;25;18;21,24;3,78;15,56;0,65;67,95;
27/01/20 12:00;22;16;23,79;4,39;17,18;0,61;70,16;
27/01/20 13:00;23;17;25,15;4,56;18,29;0,62;69,77;
27/01/20 14:00;21;15;27,68;4,92;20,23;0,61;72,06;
27/01/20 15:00;19;14;12,81;1,85;10,09;0,59;78,99;
27/01/20 16:00;18;14;10,85;1,38;8,85;0,60;81,22;
27/01/20 17:00;20;16;13,63;1,19;11,92;0,60;76,33;
27/01/20 18:00;25;18;53,44;6,45;43,54;0,65;43,12;
27/01/20 19:00;30;22;63,05;4,99;55,52;0,70;31,85;
27/01/20 20:00;37;26;122,61;26,14;82,55;0,80;8,47;
27/01/20 21:00;34;21;87,36;10,65;71,13;;;
27/01/20 22:00;33;20;45,72;4,03;39,63;0,72;27,25;
27/01/20 23:00;27;15;15,59;1,23;13,81;0,61;51,73;
28/01/20 00:00;23;12;9,59;0,95;8,25;0,58;63,84;
28/01/20 01:00;24;12;18,57;1,19;16,87;0,61;52,82;
28/01/20 02:00;25;13;18,60;0,92;17,30;0,63;45,94;
28/01/20 03:00;29;16;18,80;0,94;17,46;0,63;39,71;
28/01/20 04:00;30;17;21,98;1,31;20,08;0,62;31,41;
28/01/20 05:00;27;16;28,50;1,41;26,45;0,64;26,38;
28/01/20 06:00;26;15;88,38;22,30;54,33;0,64;8,90;
28/01/20 07:00;24;13;91,43;16,21;66,65;0,62;14,54;
28/01/20 08:00;24;12;87,52;10,16;72,06;0,60;15,80;
28/01/20 09:00;30;17;78,39;13,16;58,34;0,68;25,41;
28/01/20 10:00;34;21;100,86;25,10;62,48;0,75;25,29;
28/01/20 11:00;27;16;37,72;7,38;26,50;0,58;63,15;
28/01/20 12:00;24;14;24,94;4,88;17,58;0,54;75,56;
28/01/20 13:00;24;16;24,32;4,54;17,50;0,53;76,39;
28/01/20 14:00;26;18;20,67;3,60;15,28;0,53;78,23;
28/01/20 15:00;25;18;14,39;2,41;10,80;0,53;80,91;
28/01/20 16:00;25;18;25,94;4,75;18,81;0,52;75,93;
28/01/20 17:00;25;17;26,63;4,38;20,10;0,51;71,02;
28/01/20 18:00;25;17;32,18;6,22;22,75;0,54;67,25;
28/01/20 19:00;25;16;14,28;2,05;11,24;0,53;74,11;
28/01/20 20:00;25;16;9,94;1,29;8,06;;;
28/01/20 21:00;23;14;10,28;1,22;8,52;0,52;77,29;
28/01/20 22:00;22;13;;;;0,52;78,59;
28/01/20 23:00;21;12;7,90;0,96;6,53;0,53;76,65;
29/01/20 00:00;20;10;11,40;1,35;9,43;0,53;76,13;
29/01/20 01:00;20;10;8,90;1,03;7,42;0,52;82,64;
29/01/20 02:00;20;9;6,45;0,89;5,19;0,52;79,59;
29/01/20 03:00;19;7;6,21;0,89;4,95;0,52;73,60;
29/01/20 04:00;18;6;6,49;0,89;5,24;0,52;75,81;
29/01/20 05:00;16;6;18,51;2,87;14,21;0,51;68,73;
29/01/20 06:00;17;7;39,78;5,65;31,25;0,52;51,76;
29/01/20 07:00;17;8;37,11;4,31;30,62;0,56;49,39;
29/01/20 08:00;20;10;102,86;19,96;72,39;0,66;18,71;
29/01/20 09:00;19;10;115,46;24,62;77,82;0,65;15,57;
29/01/20 10:00;18;11;47,57;7,74;35,82;0,63;46,33;
29/01/20 11:00;13;9;36,16;8,17;23,74;0,54;63,44;
29/01/20 12:00;15;11;36,76;8,46;23,91;0,54;66,80;
29/01/20 13:00;15;14;21,58;4,48;14,83;0,53;77,14;
29/01/20 14:00;9;16;13,59;2,26;10,24;0,52;83,75;
29/01/20 15:00;9;16;16,45;3,10;11,81;0,52;81,81;
29/01/20 16:00;10;15;20,07;3,74;14,43;0,53;77,72;
29/01/20 17:00;13;15;39,08;6,43;29,34;0,54;64,49;
29/01/20 18:00;16;16;26,78;2,37;23,25;0,56;65,40;
29/01/20 19:00;14;14;32,29;2,01;29,32;;;
29/01/20 20:00;13;11;30,09;1,39;28,07;0,57;60,26;
29/01/20 21:00;17;14;34,08;1,31;32,18;0,60;51,59;
29/01/20 22:00;23;17;30,45;1,18;28,75;0,63;47,75;
29/01/20 23:00;25;16;23,42;1,29;21,55;0,62;47,88;
30/01/20 00:00;24;13;12,48;1,02;11,02;0,60;55,10;
30/01/20 01:00;24;12;9,91;1,06;8,40;0,57;58,27;
30/01/20 02:00;22;11;7,81;0,93;6,49;0,56;59,03;
30/01/20 03:00;21;10;7,00;0,86;5,79;0,55;60,04;
30/01/20 04:00;20;9;8,13;0,84;6,94;0,55;59,12;
30/01/20 05:00;20;9;9,75;1,08;8,20;0,55;58,27;
30/01/20 06:00;21;8;11,86;1,13;10,25;0,54;57,26;
30/01/20 07:00;24;10;16,75;1,65;14,33;0,59;55,78;
30/01/20 08:00;37;19;53,56;8,23;41,08;0,80;36,63;
30/01/20 09:00;40;24;120,80;37,54;63,44;0,82;20,74;
30/01/20 10:00;33;21;81,18;20,31;50,25;0,73;38,07;
30/01/20 11:00;22;16;30,48;5,43;22,24;0,57;63,10;
30/01/20 12:00;22;18;23,52;4,57;16,61;0,56;69,69;
30/01/20 13:00;23;18;12,51;2,36;9,00;0,56;77,60;
30/01/20 14:00;24;19;11,00;1,97;8,08;0,56;79,88;
30/01/20 15:00;25;20;11,63;1,95;8,75;0,56;82,03;
30/01/20 16:00;26;20;12,77;1,74;10,23;0,57;80,83;
30/01/20 17:00;28;21;22,42;1,63;20,04;0,61;71,92;
30/01/20 18:00;33;23;76,75;7,54;65,32;;;
30/01/20 19:00;34;22;147,21;29,32;102,40;0,78;3,51;
30/01/20 20:00;43;29;118,71;25,60;79,53;0,87;7,61;
30/01/20 21:00;45;32;62,68;5,72;54,02;0,77;13,82;
30/01/20 22:00;39;25;38,24;1,37;36,24;0,74;25,53;
30/01/20 23:00;35;22;37,96;1,46;35,83;0,72;27,41;
31/01/20 00:00;28;16;27,30;1,25;25,50;0,62;39,39;
31/01/20 01:00;27;14;37,90;2,07;34,83;0,69;35,14;
31/01/20 02:00;26;13;25,17;1,08;23,62;0,59;43,69;
31/01/20 03:00;25;12;34,80;2,36;31,31;0,58;34,18;
31/01/20 04:00;24;12;27,72;1,21;25,97;0,58;34,01;
31/01/20 05:00;22;11;19,94;1,10;18,37;0,56;38,78;
31/01/20 06:00;22;11;43,95;4,03;37,90;0,57;22,83;
31/01/20 07:00;21;11;70,20;11,14;53,23;0,60;21,02;
31/01/20 08:00;24;14;96,15;14,49;74,06;0,65;15,44;
31/01/20 09:00;28;17;169,02;53,25;87,49;0,74;8,93;
31/01/20 10:00;31;18;242,57;94,52;97,73;0,90;11,07;
31/01/20 11:00;34;22;178,33;62,41;82,71;0,84;19,73;
31/01/20 12:00;31;22;89,44;25,24;50,88;0,73;49,20;
31/01/20 13:00;35;27;82,48;18,75;53,79;0,72;51,35;
31/01/20 14:00;34;28;41,39;7,39;30,28;0,62;76,71;
31/01/20 15:00;32;26;39,04;6,24;29,61;0,59;72,83;
31/01/20 16:00;33;27;34,94;4,18;28,71;0,58;74,96;
31/01/20 17:00;33;26;41,96;2,42;38,37;;;
31/01/20 18:00;36;27;92,98;4,91;85,60;0,73;26,36;
31/01/20 19:00;45;28;;;;0,88;3,48;
31/01/20 20:00;59;37;119,29;25,17;80,76;0,85;10,00;
31/01/20 21:00;58;37;47,38;2,12;44,24;0,74;27,03;
31/01/20 22:00;49;28;69,42;6,79;59,12;0,79;15,51;
31/01/20 23:00;45;25;35,74;1,73;33,19;0,74;32,45;
01/02/20 00:00;45;26;38,26;2,16;35,05;0,77;28,91;
01/02/20 01:00;40;23;35,99;2,54;32,21;0,69;32,16;
01/02/20 02:00;35;17;15,93;1,03;14,47;0,62;44,86;
01/02/20 03:00;33;17;20,87;1,00;19,44;0,64;39,32;
01/02/20 04:00;33;17;16,34;0,98;14,95;0,63;44,32;
01/02/20 05:00;28;14;16,77;0,97;15,39;0,60;41,64;
01/02/20 06:00;28;15;23,61;1,84;20,91;0,61;39,50;
01/02/20 07:00;25;13;46,94;4,07;40,83;0,61;22,14;
01/02/20 08:00;27;15;79,56;13,13;59,59;0,66;12,59;
01/02/20 09:00;44;33;98,24;25,31;59,54;0,89;19,50;
01/02/20 10:00;61;51;69,36;12,95;49,63;1,10;42,24;
01/02/20 11:00;34;26;24,23;3,58;18,84;0,72;68,27;
01/02/20 12:00;32;26;18,94;2,76;14,83;0,67;75,44;
01/02/20 13:00;37;34;27,75;3,65;22,27;0,72;76,05;
01/02/20 14:00;34;33;18,76;2,43;15,13;0,65;85,50;
01/02/20 15:00;40;39;27,97;3,44;22,81;0,65;81,32;
01/02/20 16:00;37;35;29,06;2,73;24,98;;;
01/02/20 17:00;35;31;37,21;2,80;33,04;0,66;64,22;
01/02/20 18:00;39;34;51,24;2,16;48,03;0,73;50,97;
01/02/20 19:00;43;36;85,89;4,21;79,54;0,90;21,63;
01/02/20 20:00;48;40;68,26;1,62;65,88;0,87;24,97;
01/02/20 21:00;51;42;57,72;1,51;55,51;0,83;28,53;
01/02/20 22:00;44;33;48,25;1,23;46,47;0,79;24,47;
01/02/20 23:00;41;31;39,80;1,40;37,76;0,78;27,75;
02/02/20 00:00;36;27;46,86;1,82;44,18;0,75;21,45;
02/02/20 01:00;32;24;30,24;1,26;28,42;0,72;32,70;
02/02/20 02:00;25;17;23,89;1,05;22,39;0,64;37,29;
02/02/20 03:00;22;15;8,32;0,93;7,01;0,59;54,22;
02/02/20 04:00;21;14;7,18;0,92;5,88;0,58;59,06;
02/02/20 05:00;20;13;7,56;0,92;6,25;0,58;57,66;
02/02/20 06:00;20;13;7,84;0,94;6,52;0,59;57,64;
02/02/20 07:00;19;12;8,41;0,98;7,03;0,59;51,04;
02/02/20 08:00;19;13;16,09;1,14;14,44;0,64;41,62;
02/02/20 09:00;31;26;24,52;2,23;21,22;0,89;46,06;
02/02/20 10:00;36;32;24,20;2,89;19,87;0,88;61,58;
02/02/20 11:00;21;17;10,19;1,60;7,85;0,64;72,27;
02/02/20 12:00;21;18;9,75;1,47;7,60;0,64;74,75;
02/02/20 13:00;19;18;8,57;1,36;6,60;0,62;76,31;
02/02/20 14:00;22;21;11,11;1,81;8,45;0,63;75,79;
02/02/20 15:00;20;20;7,39;1,20;5,66;;;
02/02/20 16:00;20;20;9,70;1,33;7,76;0,59;76,90;
02/02/20 17:00;22;23;17,51;1,87;14,75;0,60;72,23;
02/02/20 18:00;23;22;21,94;1,05;20,44;0,62;57,15;
02/02/20 19:00;23;18;46,32;1,19;44,62;0,68;31,35;
02/02/20 20:00;24;19;81,42;7,30;70,34;0,78;10,08;
02/02/20 21:00;25;20;58,52;3,75;52,90;0,87;14,89;
02/02/20 22:00;22;16;47,03;2,61;43,13;0,73;23,09;
02/02/20 23:00;16;10;18,78;1,43;16,69;0,62;52,56;
03/02/20 00:00;15;10;28,16;1,48;26,01;0,65;37,98;
03/02/20 01:00;15;8;22,83;1,30;20,94;0,64;37,89;
03/02/20 02:00;13;8;18,23;0,96;16,87;0,62;44,18;
03/02/20 03:00;12;7;15,28;0,97;13,91;0,61;46,29;
03/02/20 04:00;11;6;15,19;1,11;13,59;0,60;48,42;
03/02/20 05:00;10;5;20,55;1,30;18,68;0,59;46,51;
03/02/20 06:00;9;5;40,42;5,49;32,13;0,60;32,40;
03/02/20 07:00;11;7;90,19;16,45;65,09;0,67;15,79;
03/02/20 08:00;12;8;62,58;8,81;49,19;0,69;29,45;
03/02/20 09:00;12;7;74,91;14,68;52,51;0,68;27,83;
03/02/20 10:00;11;6;58,10;15,26;34,81;0,63;43,64;
03/02/20 11:00;12;8;41,67;9,92;26,51;0,65;54,29;
03/02/20 12:00;13;11;33,53;8,24;21,06;0,62;62,27;
03/02/20 13:00;15;14;22,93;4,01;16,88;0,63;67,12;
03/02/20 14:00;17;17;22,01;3,23;17,16;;;
03/02/20 15:00;20;20;32,24;4,48;25,48;0,62;68,18;
