Stat;EN03;;;;;;
Parm;PM10;NOX;NO;NO2;CO;;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;;
20/01/20 14:00;30;82,31;18,73;53,59;0,72;;
20/01/20 15:00;30;61,76;12,66;42,34;0,71;;
20/01/20 16:00;30;77,38;14,90;54,53;0,72;;
20/01/20 17:00;30;76,34;12,26;57,54;0,72;;
20/01/20 18:00;30;84,12;14,70;61,59;0,75;;
20/01/20 19:00;30;70,22;9,56;55,55;0,78;;
20/01/20 20:00;30;105,56;21,61;72,42;0,90;;
20/01/20 21:00;30;46,48;4,55;39,51;0,70;;
20/01/20 22:00;30;45,26;3,14;40,45;0,69;;
20/01/20 23:00;30;51,35;3,40;46,13;0,73;;
21/01/20 00:00;30;31,62;1,97;28,60;0,71;;
21/01/20 01:00;33;26,53;1,41;24,37;0,73;;
21/01/20 02:00;33;18,34;1,60;15,88;;;
21/01/20 03:00;33;12,39;1,13;10,66;0,66;;
21/01/20 04:00;33;14,13;1,13;12,39;0,65;;
21/01/20 05:00;33;13,47;1,21;11,62;0,64;;
21/01/20 06:00;33;27,10;3,50;21,73;0,64;;
21/01/20 07:00;33;32,77;4,31;26,16;0,65;;
21/01/20 08:00;33;50,28;9,21;36,15;0,79;;
21/01/20 09:00;33;85,43;22,48;50,96;0,83;;
21/01/20 10:00;33;62,35;12,00;43,96;0,80;;
21/01/20 11:00;33;66,40;13,90;45,09;0,79;;
21/01/20 12:00;33;59,43;13,11;39,33;0,67;;
21/01/20 13:00;33;44,66;8,81;31,15;0,64;;
21/01/20 14:00;33;50,83;11,40;33,36;0,66;;
21/01/20 15:00;33;45,96;9,00;32,16;0,65;;
21/01/20 16:00;33;51,95;9,73;37,02;0,66;;
21/01/20 17:00;33;78,71;15,50;54,94;0,66;;
21/01/20 18:00;33;150,02;43,26;83,69;0,76;;
21/01/20 19:00;33;153,50;45,07;84,40;0,86;;
21/01/20 20:00;33;110,81;26,23;70,59;0,98;;
21/01/20 21:00;33;89,40;20,17;58,48;0,94;;
21/01/20 22:00;33;66,10;12,76;46,53;0,90;;
21/01/20 23:00;33;24,99;2,45;21,24;0,70;;
22/01/20 00:00;33;16,42;1,62;13,93;0,65;;
22/01/20 01:00;34;21,93;1,75;19,24;;;
22/01/20 02:00;34;13,67;1,28;11,71;0,64;;
22/01/20 03:00;34;;;;0,62;;
22/01/20 04:00;34;10,43;1,14;8,67;0,62;;
22/01/20 05:00;34;12,60;1,27;10,65;0,61;;
22/01/20 06:00;34;29,71;4,25;23,20;0,62;;
22/01/20 07:00;34;41,14;4,65;34,00;0,68;;
22/01/20 08:00;34;84,24;19,79;53,89;0,81;;
22/01/20 09:00;34;62,51;14,39;40,45;0,81;;
22/01/20 10:00;34;43,39;7,99;31,14;0,74;;
22/01/20 11:00;34;50,25;9,47;35,73;0,72;;
22/01/20 12:00;34;49,92;9,76;34,96;0,68;;
22/01/20 13:00;34;43,70;8,16;31,19;0,65;;
22/01/20 14:00;34;51,85;11,04;34,92;0,65;;
22/01/20 15:00;34;43,39;7,62;31,71;0,66;;
22/01/20 16:00;34;49,16;7,82;37,17;0,67;;
22/01/20 17:00;34;90,88;16,87;65,02;0,73;;
22/01/20 18:00;34;155,15;43,06;89,13;0,89;;
22/01/20 19:00;34;213,88;81,15;89,47;1,09;;
22/01/20 20:00;34;136,00;45,48;66,27;1,17;;
22/01/20 21:00;34;88,21;24,49;50,64;0,96;;
22/01/20 22:00;34;78,87;20,02;48,17;1,24;;
22/01/20 23:00;34;73,08;16,07;48,45;1,00;;
23/01/20 00:00;34;44,00;5,50;35,56;;;
23/01/20 01:00;34;27,33;2,51;23,48;0,75;;
23/01/20 02:00;34;17,21;1,90;14,29;0,69;;
23/01/20 03:00;34;12,81;1,23;10,93;0,65;;
23/01/20 04:00;34;15,96;1,29;13,98;0,64;;
23/01/20 05:00;34;21,37;1,46;19,12;0,64;;
23/01/20 06:00;34;27,10;3,95;21,04;0,66;;
23/01/20 07:00;34;59,31;11,09;42,31;0,73;;
23/01/20 08:00;34;121,87;42,09;57,34;0,99;;
23/01/20 09:00;34;155,88;58,41;66,33;1,01;;
23/01/20 10:00;34;82,67;18,92;53,66;0,88;;
23/01/20 11:00;34;66,00;14,29;44,09;0,75;;
23/01/20 12:00;34;64,98;14,02;43,49;0,71;;
23/01/20 13:00;34;51,76;9,68;36,93;0,67;;
23/01/20 14:00;34;54,82;11,51;37,17;0,68;;
23/01/20 15:00;34;48,49;8,90;34,85;0,67;;
23/01/20 16:00;34;62,48;10,80;45,92;0,69;;
23/01/20 17:00;34;76,81;11,15;59,71;0,74;;
23/01/20 18:00;34;108,15;20,10;77,34;0,87;;
23/01/20 19:00;34;201,97;73,24;89,67;1,23;;
23/01/20 20:00;34;126,72;43,06;60,70;1,02;;
23/01/20 21:00;34;72,29;17,32;45,73;0,97;;
23/01/20 22:00;34;;;;0,92;;
23/01/20 23:00;34;59,47;13,17;39,27;0,83;;
24/01/20 00:00;34;37,51;5,49;29,09;0,77;;
24/01/20 01:00;31;29,20;2,83;24,86;0,84;;
24/01/20 02:00;31;25,37;2,67;21,28;0,96;;
24/01/20 03:00;31;20,67;2,28;17,17;0,84;;
24/01/20 04:00;31;15,70;1,84;12,88;0,76;;
24/01/20 05:00;31;15,22;1,80;12,46;0,80;;
24/01/20 06:00;31;60,84;20,38;29,58;0,76;;
24/01/20 07:00;31;72,73;20,53;41,25;0,83;;
24/01/20 08:00;31;177,47;77,38;58,82;1,12;;
24/01/20 09:00;31;147,28;57,25;59,50;1,31;;
24/01/20 10:00;31;70,10;15,39;46,50;1,03;;
24/01/20 11:00;31;43,46;5,73;34,68;0,81;;
24/01/20 12:00;31;28,26;3,41;23,04;0,73;;
24/01/20 13:00;31;26,13;3,48;20,80;0,73;;
24/01/20 14:00;31;38,69;5,92;29,61;0,76;;
24/01/20 15:00;31;36,08;4,75;28,80;0,76;;
24/01/20 16:00;31;21,19;2,25;17,74;0,72;;
24/01/20 17:00;31;23,52;2,12;20,28;0,76;;
24/01/20 18:00;31;48,83;3,43;43,57;0,88;;
24/01/20 19:00;31;70,65;7,78;58,71;0,99;;
24/01/20 20:00;31;86,39;11,40;68,90;1,13;;
24/01/20 21:00;31;81,45;10,80;64,89;1,10;;
24/01/20 22:00;31;73,33;8,73;59,95;;;
24/01/20 23:00;31;60,74;4,34;54,09;1,01;;
25/01/20 00:00;31;51,20;3,12;46,42;0,97;;
25/01/20 01:00;23;38,86;2,51;35,02;0,89;;
25/01/20 02:00;23;36,97;2,49;33,14;0,95;;
25/01/20 03:00;23;36,27;3,26;31,27;0,87;;
25/01/20 04:00;23;29,90;2,66;25,81;0,79;;
25/01/20 05:00;23;16,67;2,16;13,37;0,70;;
25/01/20 06:00;23;26,93;5,07;19,14;0,65;;
25/01/20 07:00;23;33,60;6,29;23,95;0,71;;
25/01/20 08:00;23;85,27;24,22;48,10;0,95;;
25/01/20 09:00;23;67,44;15,57;43,57;1,00;;
25/01/20 10:00;23;77,22;17,08;51,03;1,13;;
25/01/20 11:00;23;39,79;4,73;32,53;0,74;;
25/01/20 12:00;23;41,97;7,07;31,13;0,74;;
25/01/20 13:00;23;25,49;3,53;20,08;0,69;;
25/01/20 14:00;23;19,33;2,76;15,09;0,66;;
25/01/20 15:00;23;26,36;3,09;21,62;0,67;;
25/01/20 16:00;23;34,99;2,90;30,55;0,67;;
25/01/20 17:00;23;28,46;2,37;24,82;0,78;;
25/01/20 18:00;23;32,84;3,11;28,07;0,86;;
25/01/20 19:00;23;34,99;3,34;29,88;0,91;;
25/01/20 20:00;23;37,65;3,27;32,63;0,97;;
25/01/20 21:00;23;50,36;5,80;41,46;;;
25/01/20 22:00;23;59,68;9,30;45,41;1,26;;
25/01/20 23:00;23;46,01;5,76;37,18;0,95;;
26/01/20 00:00;23;42,47;3,44;37,21;0,96;;
26/01/20 01:00;30;81,86;17,36;55,25;0,86;;
26/01/20 02:00;30;75,39;15,66;51,39;0,96;;
26/01/20 03:00;30;116,69;40,39;54,76;1,09;;
26/01/20 04:00;30;50,90;6,61;40,76;0,83;;
26/01/20 05:00;30;46,52;4,83;39,11;0,82;;
26/01/20 06:00;30;36,71;4,79;29,37;0,84;;
26/01/20 07:00;30;25,44;3,33;20,34;0,80;;
26/01/20 08:00;30;27,49;3,90;21,50;0,81;;
26/01/20 09:00;30;38,14;7,63;26,45;0,93;;
26/01/20 10:00;30;51,79;9,66;36,99;1,05;;
26/01/20 11:00;30;37,07;4,98;29,43;0,87;;
26/01/20 12:00;30;24,32;2,88;19,91;0,75;;
26/01/20 13:00;30;21,16;2,53;17,27;0,76;;
26/01/20 14:00;30;20,19;2,39;16,52;0,78;;
26/01/20 15:00;30;22,59;2,37;18,97;0,80;;
26/01/20 16:00;30;28,14;2,85;23,77;0,78;;
26/01/20 17:00;30;27,38;2,25;23,92;0,77;;
26/01/20 18:00;30;36,71;2,73;32,53;0,80;;
26/01/20 19:00;30;44,15;3,88;38,20;0,82;;
26/01/20 20:00;30;44,79;4,05;38,58;;;
26/01/20 21:00;30;44,33;4,09;38,05;0,88;;
26/01/20 22:00;30;27,59;2,47;23,81;0,81;;
26/01/20 23:00;30;25,45;1,83;22,64;0,80;;
27/01/20 00:00;30;19,38;1,64;16,86;0,78;;
27/01/20 01:00;28;16,57;1,56;14,17;0,76;;
27/01/20 02:00;28;14,11;1,43;11,92;0,76;;
27/01/20 03:00;28;12,19;1,27;10,25;0,76;;
27/01/20 04:00;28;12,30;1,28;10,35;0,74;;
27/01/20 05:00;28;15,35;1,37;13,24;0,74;;
27/01/20 06:00;28;24,13;2,66;20,06;0,75;;
27/01/20 07:00;28;35,67;5,42;27,36;0,75;;
27/01/20 08:00;28;68,66;14,68;46,15;0,83;;
27/01/20 09:00;28;64,13;14,10;42,52;0,84;;
27/01/20 10:00;28;56,69;12,12;38,11;0,83;;
27/01/20 11:00;28;37,44;6,76;27,08;0,74;;
27/01/20 12:00;28;;;;0,73;;
27/01/20 13:00;28;33,59;5,59;25,02;0,72;;
27/01/20 14:00;28;35,75;6,40;25,93;0,72;;
27/01/20 15:00;28;54,56;11,00;37,69;0,72;;
27/01/20 16:00;28;54,62;9,56;39,96;0,78;;
27/01/20 17:00;28;73,76;12,74;54,23;0,75;;
27/01/20 18:00;28;128,79;30,46;82,09;0,87;;
27/01/20 19:00;28;142,86;43,79;75,72;;;
27/01/20 20:00;28;115,48;34,44;62,67;1,32;;
27/01/20 21:00;28;96,28;26,94;54,97;1,46;;
27/01/20 22:00;28;66,21;12,12;47,62;1,05;;
27/01/20 23:00;28;41,72;6,22;32,18;0,81;;
28/01/20 00:00;28;30,06;2,30;26,53;0,83;;
28/01/20 01:00;12;20,56;1,67;17,99;0,78;;
28/01/20 02:00;12;20,53;1,73;17,88;0,81;;
28/01/20 03:00;12;16,73;1,50;14,43;0,82;;
28/01/20 04:00;12;20,50;1,79;17,75;0,75;;
28/01/20 05:00;12;36,18;3,91;30,18;0,74;;
28/01/20 06:00;12;62,08;14,31;40,14;0,79;;
28/01/20 07:00;12;58,59;8,20;46,02;0,87;;
28/01/20 08:00;12;47,28;5,81;38,37;0,84;;
28/01/20 09:00;12;70,11;14,43;47,98;0,98;;
28/01/20 10:00;12;65,21;12,86;45,49;0,95;;
28/01/20 11:00;12;40,14;4,82;32,74;0,73;;
28/01/20 12:00;12;26,83;3,75;21,09;0,70;;
28/01/20 13:00;12;20,80;2,84;16,45;0,68;;
28/01/20 14:00;12;25,61;3,80;19,78;0,69;;
28/01/20 15:00;12;26,13;3,66;20,50;0,66;;
28/01/20 16:00;12;22,41;2,74;18,20;0,67;;
28/01/20 17:00;12;36,02;3,58;30,54;0,68;;
28/01/20 18:00;12;36,54;3,70;30,87;;;
28/01/20 19:00;12;28,15;3,01;23,54;0,72;;
28/01/20 20:00;12;26,73;3,74;20,99;0,71;;
28/01/20 21:00;12;25,89;2,78;21,62;0,71;;
28/01/20 22:00;12;20,74;2,24;17,31;0,70;;
28/01/20 23:00;12;13,64;1,50;11,34;0,66;;
29/01/20 00:00;12;10,70;1,26;8,76;0,64;;
29/01/20 01:00;18;7,54;1,10;5,85;0,62;;
29/01/20 02:00;18;7,53;1,10;5,84;0,63;;
29/01/20 03:00;18;6,67;1,05;5,07;0,63;;
29/01/20 04:00;18;6,19;1,04;4,59;0,62;;
29/01/20 05:00;18;7,20;1,05;5,58;0,61;;
29/01/20 06:00;18;16,41;1,98;13,38;0,63;;
29/01/20 07:00;18;40,52;4,93;32,92;0,73;;
29/01/20 08:00;18;326,16;155,25;87,90;1,22;;
29/01/20 09:00;18;208,43;86,06;76,92;1,26;;
29/01/20 10:00;18;39,51;6,23;29,98;0,70;;
29/01/20 11:00;18;27,07;4,41;20,31;0,67;;
29/01/20 12:00;18;28,79;4,83;21,38;0,67;;
29/01/20 13:00;18;27,88;4,36;21,21;0,66;;
29/01/20 14:00;18;39,88;5,98;30,71;0,68;;
29/01/20 15:00;18;30,71;4,33;24,07;0,66;;
29/01/20 16:00;18;38,57;4,99;30,92;0,66;;
29/01/20 17:00;18;42,59;4,68;35,42;;;
29/01/20 18:00;18;76,76;12,71;57,27;0,75;;
29/01/20 19:00;18;60,18;6,34;50,46;0,76;;
29/01/20 20:00;18;58,78;6,44;48,90;0,78;;
29/01/20 21:00;18;46,54;4,30;39,96;0,77;;
29/01/20 22:00;18;56,70;6,94;46,06;0,81;;
29/01/20 23:00;18;27,59;3,17;22,72;0,72;;
30/01/20 00:00;18;16,06;1,54;13,69;0,68;;
30/01/20 01:00;30;16,45;1,37;14,36;0,70;;
30/01/20 02:00;30;12,07;1,23;10,18;0,69;;
30/01/20 03:00;30;8,97;1,12;7,26;0,64;;
30/01/20 04:00;30;10,36;1,21;8,51;0,63;;
30/01/20 05:00;30;13,47;1,27;11,52;0,65;;
30/01/20 06:00;30;37,83;6,87;27,30;0,67;;
30/01/20 07:00;30;49,58;8,25;36,93;0,79;;
30/01/20 08:00;30;109,25;34,45;56,42;0,90;;
30/01/20 09:00;30;81,68;20,31;50,53;0,94;;
30/01/20 10:00;30;60,45;11,54;42,76;0,82;;
30/01/20 11:00;30;41,75;7,68;29,98;0,69;;
30/01/20 12:00;30;38,33;7,93;26,17;0,69;;
30/01/20 13:00;30;38,03;7,66;26,30;0,67;;
30/01/20 14:00;30;36,09;7,12;25,16;0,67;;
30/01/20 15:00;30;42,09;8,18;29,54;0,68;;
30/01/20 16:00;30;44,01;7,28;32,85;;;
30/01/20 17:00;30;39,83;3,68;34,19;0,72;;
30/01/20 18:00;30;76,15;6,78;65,76;0,89;;
30/01/20 19:00;30;90,63;15,37;67,06;1,13;;
30/01/20 20:00;30;64,78;10,47;48,73;1,08;;
30/01/20 21:00;30;50,96;8,30;38,23;0,99;;
30/01/20 22:00;30;34,64;3,73;28,92;0,93;;
30/01/20 23:00;30;27,97;2,40;24,30;0,82;;
31/01/20 00:00;30;23,84;2,14;20,56;0,78;;
31/01/20 01:00;37;16,07;1,42;13,88;0,71;;
31/01/20 02:00;37;;;;0,73;;
31/01/20 03:00;37;15,17;1,25;13,26;0,70;;
31/01/20 04:00;37;14,30;1,71;11,67;0,71;;
31/01/20 05:00;37;11,06;1,29;9,08;0,68;;
31/01/20 06:00;37;13,30;1,61;10,83;0,69;;
31/01/20 07:00;37;30,82;4,57;23,81;0,78;;
31/01/20 08:00;37;163,43;61,15;69,67;1,08;;
31/01/20 09:00;37;195,00;75,53;79,19;1,42;;
31/01/20 10:00;37;92,81;23,55;56,70;1,05;;
31/01/20 11:00;37;85,75;22,91;50,62;0,85;;
31/01/20 12:00;37;55,14;12,49;35,99;0,77;;
31/01/20 13:00;37;71,04;14,62;48,62;0,84;;
31/01/20 14:00;37;50,66;8,14;38,18;0,75;;
31/01/20 15:00;37;43,84;5,98;34,67;0,73;;
31/01/20 16:00;37;40,58;4,53;33,64;0,76;;
31/01/20 17:00;37;43,74;2,98;39,17;0,80;;
31/01/20 18:00;37;132,49;29,50;87,26;0,99;;
31/01/20 19:00;37;154,36;43,05;88,37;1,44;;
31/01/20 20:00;37;122,46;37,58;64,75;1,22;;
31/01/20 21:00;37;117,73;35,83;62,87;1,16;;
31/01/20 22:00;37;75,08;17,71;47,91;1,02;;
31/01/20 23:00;37;70,08;14,60;47,75;1,12;;
01/02/20 00:00;37;55,67;9,15;41,64;1,14;;
01/02/20 01:00;39;29,76;3,37;24,59;0,91;;
01/02/20 02:00;39;19,68;2,18;16,33;0,73;;
01/02/20 03:00;39;14,96;1,65;12,43;0,69;;
01/02/20 04:00;39;11,54;1,44;9,34;0,67;;
01/02/20 05:00;39;11,39;1,46;9,16;0,66;;
01/02/20 06:00;39;32,99;6,70;22,71;0,71;;
01/02/20 07:00;39;35,91;6,53;25,90;0,77;;
01/02/20 08:00;39;83,98;26,83;42,86;1,02;;
01/02/20 09:00;39;218,15;95,62;71,33;1,26;;
01/02/20 10:00;39;155,36;51,31;76,64;1,29;;
01/02/20 11:00;39;35,21;4,70;28,06;0,79;;
01/02/20 12:00;39;26,06;3,23;21,12;0,79;;
01/02/20 13:00;39;37,58;5,58;29,01;0,83;;
01/02/20 14:00;39;29,28;3,98;23,18;;;
01/02/20 15:00;39;37,82;4,64;30,70;0,81;;
01/02/20 16:00;39;31,71;3,06;27,01;0,81;;
01/02/20 17:00;39;37,14;2,27;33,66;0,87;;
01/02/20 18:00;39;52,01;2,98;47,43;1,10;;
01/02/20 19:00;39;67,04;5,02;59,34;1,24;;
01/02/20 20:00;39;98,46;19,22;69,00;1,37;;
01/02/20 21:00;39;;;;1,33;;
01/02/20 22:00;39;118,76;39,17;58,70;1,24;;
01/02/20 23:00;39;63,62;9,49;49,07;1,10;;
02/02/20 00:00;39;41,11;4,36;34,43;0,99;;
02/02/20 01:00;20;43,40;6,02;34,17;0,96;;
02/02/20 02:00;20;25,31;3,12;20,53;0,77;;
02/02/20 03:00;20;15,16;1,69;12,57;0,69;;
02/02/20 04:00;20;12,41;1,49;10,13;0,68;;
02/02/20 05:00;20;10,30;1,31;8,29;0,67;;
02/02/20 06:00;20;10,86;1,37;8,75;0,67;;
02/02/20 07:00;20;17,67;1,62;15,18;0,71;;
02/02/20 08:00;20;44,44;8,06;32,09;1,01;;
02/02/20 09:00;20;68,77;15,62;44,82;1,07;;
02/02/20 10:00;20;43,45;5,00;35,78;1,06;;
02/02/20 11:00;20;29,87;3,91;23,88;0,75;;
02/02/20 12:00;20;25,57;3,80;19,74;0,75;;
02/02/20 13:00;20;24,46;3,94;18,42;;;
02/02/20 14:00;20;22,29;3,44;17,02;0,72;;
02/02/20 15:00;20;14,11;1,93;11,15;0,69;;
02/02/20 16:00;20;12,85;1,57;10,44;0,69;;
02/02/20 17:00;20;23,30;1,74;20,63;0,76;;
02/02/20 18:00;20;36,02;2,10;32,80;0,84;;
02/02/20 19:00;20;82,94;17,12;56,69;1,26;;
02/02/20 20:00;20;73,02;15,01;50,01;1,19;;
02/02/20 21:00;20;55,97;11,18;38,83;1,07;;
02/02/20 22:00;20;34,97;4,43;28,17;0,86;;
02/02/20 23:00;20;38,08;4,15;31,71;0,89;;
03/02/20 00:00;20;25,29;2,67;21,20;0,84;;
03/02/20 01:00;18;18,54;2,25;15,09;0,77;;
03/02/20 02:00;18;15,01;1,84;12,19;0,74;;
03/02/20 03:00;18;11,44;1,43;9,25;0,71;;
03/02/20 04:00;18;10,64;1,40;8,50;0,68;;
03/02/20 05:00;18;11,78;1,45;9,56;0,69;;
03/02/20 06:00;18;32,62;5,78;23,75;0,71;;
03/02/20 07:00;18;22,90;3,36;17,75;0,73;;
03/02/20 08:00;18;102,62;37,71;44,81;0,87;;
03/02/20 09:00;18;78,97;22,26;44,84;0,93;;
03/02/20 10:00;18;46,31;8,39;33,44;0,79;;
03/02/20 11:00;18;38,36;6,62;28,21;0,75;;
03/02/20 12:00;18;35,25;6,84;24,76;;;
03/02/20 13:00;18;34,16;6,42;24,31;0,73;;
03/02/20 14:00;18;48,23;8,95;34,50;0,76;;
03/02/20 15:00;18;43,60;6,75;33,26;0,77;;
03/02/20 16:00;18;;;;0,81;;
03/02/20 17:00;18;53,42;4,99;45,77;0,82;;
03/02/20 18:00;18;51,97;4,01;45,82;0,89;;
03/02/20 19:00;18;129,50;35,20;75,53;1,05;;
03/02/20 20:00;18;199,33;80,91;75,26;1,29;;
03/02/20 21:00;18;96,55;28,63;52,70;1,14;;
03/02/20 22:00;18;64,65;16,36;39,58;1,03;;
03/02/20 23:00;18;54,52;11,91;36,29;0,99;;
04/02/20 00:00;18;32,68;4,79;25,35;0,94;;
04/02/20 01:00;11;22,68;2,36;19,06;0,83;;
04/02/20 02:00;11;20,31;2,06;17,15;0,80;;
04/02/20 03:00;11;13,93;1,91;11,00;0,75;;
04/02/20 04:00;11;10,92;1,58;8,48;0,71;;
04/02/20 05:00;11;15,76;2,63;11,71;0,73;;
04/02/20 06:00;11;18,04;2,80;13,77;0,73;;
04/02/20 07:00;11;29,35;6,42;19,52;0,78;;
04/02/20 08:00;11;40,60;9,96;25,33;0,82;;
04/02/20 09:00;11;57,82;13,05;37,81;0,89;;
04/02/20 10:00;11;41,30;6,94;30,65;0,82;;
04/02/20 11:00;11;42,54;8,10;30,12;;;
04/02/20 12:00;11;38,03;6,29;28,38;0,78;;
04/02/20 13:00;11;45,31;9,47;30,79;0,77;;
04/02/20 14:00;11;43,44;9,51;28,86;0,71;;
04/02/20 15:00;11;32,25;6,69;21,99;0,70;;
04/02/20 16:00;11;31,47;6,29;21,82;0,69;;
04/02/20 17:00;11;36,21;7,14;25,26;0,70;;
04/02/20 18:00;11;43,83;6,43;33,97;0,75;;
04/02/20 19:00;11;26,99;3,67;21,36;0,71;;
04/02/20 20:00;11;18,94;2,39;15,27;0,70;;
04/02/20 21:00;11;17,43;1,96;14,42;0,73;;
04/02/20 22:00;11;16,16;1,74;13,50;0,72;;
04/02/20 23:00;11;12,19;1,31;10,18;0,71;;
05/02/20 00:00;11;11,91;1,31;9,90;0,70;;
05/02/20 01:00;12;10,15;1,18;8,33;0,70;;
05/02/20 02:00;12;9,09;1,15;7,33;0,70;;
05/02/20 03:00;12;8,13;1,22;6,26;0,67;;
05/02/20 04:00;12;8,35;1,33;6,31;0,66;;
05/02/20 05:00;12;10,60;1,49;8,31;0,66;;
05/02/20 06:00;12;14,40;1,97;11,37;0,65;;
05/02/20 07:00;12;20,31;3,08;15,57;0,65;;
05/02/20 08:00;12;26,31;4,15;19,94;0,66;;
05/02/20 09:00;12;30,54;5,06;22,77;0,68;;
05/02/20 10:00;12;26,30;4,09;20,02;;;
05/02/20 11:00;12;;;;0,66;;
05/02/20 12:00;12;27,70;5,54;19,21;0,64;;
05/02/20 13:00;12;26,63;5,55;18,13;0,65;;
05/02/20 14:00;12;28,87;6,14;19,46;0,65;;
05/02/20 15:00;12;23,13;4,66;15,99;0,65;;
05/02/20 16:00;12;28,32;5,77;19,48;0,66;;
05/02/20 17:00;12;27,30;5,11;19,46;0,66;;
05/02/20 18:00;12;25,97;4,94;18,40;0,66;;
05/02/20 19:00;12;23,79;4,80;16,44;0,67;;
05/02/20 20:00;12;17,87;3,41;12,64;0,66;;
05/02/20 21:00;12;14,83;2,65;10,77;0,66;;
05/02/20 22:00;12;11,77;2,19;8,41;0,66;;
05/02/20 23:00;12;9,36;1,69;6,77;0,66;;
06/02/20 00:00;12;8,42;1,47;6,17;0,66;;
06/02/20 01:00;20;7,68;1,43;5,50;0,64;;
06/02/20 02:00;20;6,19;1,13;4,46;0,64;;
06/02/20 03:00;20;5,93;1,17;4,14;0,63;;
06/02/20 04:00;20;6,56;1,28;4,60;0,63;;
06/02/20 05:00;20;7,66;1,45;5,43;0,62;;
06/02/20 06:00;20;13,45;2,64;9,40;0,62;;
06/02/20 07:00;20;21,28;3,76;15,53;0,64;;
06/02/20 08:00;20;37,31;6,98;26,61;0,66;;
06/02/20 09:00;20;39,48;7,78;27,55;0,66;;
06/02/20 10:00;20;34,01;6,03;24,77;0,65;;
06/02/20 11:00;20;35,96;6,78;25,57;0,65;;
06/02/20 12:00;20;38,64;7,57;27,04;0,66;;
06/02/20 13:00;20;34,74;7,29;23,57;0,66;;
06/02/20 14:00;20;29,99;6,84;19,49;0,66;;
06/02/20 15:00;20;28,92;5,83;19,98;0,66;;
06/02/20 16:00;20;30,71;5,83;21,78;0,66;;
06/02/20 17:00;20;39,19;6,72;28,88;0,66;;
06/02/20 18:00;20;34,12;5,13;26,25;0,67;;
06/02/20 19:00;20;36,56;5,31;28,42;0,67;;
06/02/20 20:00;20;30,12;3,48;24,79;0,66;;
06/02/20 21:00;20;26,15;2,57;22,21;0,65;;
06/02/20 22:00;20;25,91;2,42;22,20;0,66;;
06/02/20 23:00;20;31,84;4,03;25,66;0,71;;
07/02/20 00:00;20;24,44;1,72;21,80;0,70;;
07/02/20 01:00;23;16,13;1,29;14,15;0,67;;
07/02/20 02:00;23;11,75;1,21;9,89;0,65;;
07/02/20 03:00;23;9,42;1,07;7,77;0,65;;
07/02/20 04:00;23;14,67;1,19;12,84;0,65;;
07/02/20 05:00;23;15,81;1,36;13,73;0,64;;
07/02/20 06:00;23;;;;0,65;;
07/02/20 07:00;23;31,08;3,60;25,55;0,68;;
07/02/20 08:00;23;74,17;15,32;50,68;;;
07/02/20 09:00;23;45,70;9,98;30,39;0,76;;
07/02/20 10:00;23;48,74;11,06;31,78;0,76;;
07/02/20 11:00;23;44,69;9,96;29,42;0,73;;
07/02/20 12:00;23;33,08;7,14;22,13;0,72;;
07/02/20 13:00;23;33,01;6,73;22,69;0,70;;
07/02/20 14:00;23;34,06;6,65;23,86;0,71;;
07/02/20 15:00;23;35,97;6,38;26,18;0,70;;
07/02/20 16:00;23;47,03;8,21;34,44;0,71;;
07/02/20 17:00;23;46,43;6,34;36,71;0,72;;
07/02/20 18:00;23;52,16;6,09;42,83;0,73;;
07/02/20 19:00;23;49,66;5,47;41,27;0,73;;
07/02/20 20:00;23;50,05;3,90;44,08;0,74;;
07/02/20 21:00;23;43,37;4,04;37,17;0,76;;
07/02/20 22:00;23;35,16;3,18;30,28;0,81;;
07/02/20 23:00;23;24,28;2,29;20,76;0,77;;
08/02/20 00:00;23;23,44;1,77;20,73;0,74;;
08/02/20 01:00;44;18,02;1,10;16,32;0,71;;
08/02/20 02:00;44;10,75;0,91;9,36;0,69;;
08/02/20 03:00;44;8,54;0,81;7,29;0,67;;
08/02/20 04:00;44;9,50;0,79;8,29;0,68;;
08/02/20 05:00;44;16,20;1,34;14,12;0,68;;
08/02/20 06:00;44;32,51;5,42;24,21;0,69;;
08/02/20 07:00;44;22,92;1,94;19,91;;;
08/02/20 08:00;44;56,63;8,32;43,87;0,88;;
08/02/20 09:00;44;58,39;11,01;41,52;0,96;;
08/02/20 10:00;44;47,35;7,83;35,35;0,86;;
08/02/20 11:00;44;34,43;5,87;25,44;0,77;;
08/02/20 12:00;44;24,05;3,60;18,54;0,74;;
08/02/20 13:00;44;19,33;2,78;15,06;0,74;;
08/02/20 14:00;44;15,90;2,09;12,70;0,73;;
08/02/20 15:00;44;16,48;2,07;13,31;0,74;;
08/02/20 16:00;44;14,48;1,46;12,25;0,74;;
08/02/20 17:00;44;20,22;1,20;18,38;0,74;;
08/02/20 18:00;44;46,70;1,64;44,19;0,90;;
08/02/20 19:00;44;130,14;36,17;74,69;1,36;;
08/02/20 20:00;44;96,37;23,17;60,84;1,34;;
08/02/20 21:00;44;70,39;15,85;46,08;1,17;;
08/02/20 22:00;44;107,56;35,92;52,48;1,46;;
08/02/20 23:00;44;88,01;25,42;49,04;1,25;;
09/02/20 00:00;44;61,11;12,22;42,38;1,19;;
09/02/20 01:00;36;;;;1,01;;
