ts;Station;CO;PM10;PM2.5;NO;NOx;NO2;NO3;O3;BENZENE
14/01/20 09:00;Barletta - Casardi;;39;32;65.52;162.15;61.69;;7.06;1.54
14/01/20 10:00;Barletta - Casardi;;39;32;61.50;162.54;68.23;;11.16;2.44
14/01/20 11:00;Barletta - Casardi;;39;32;28.96;87.61;43.20;;19.62;2.85
14/01/20 12:00;Barletta - Casardi;;39;32;11.30;45.70;28.38;;29.91;0.98
14/01/20 13:00;Barletta - Casardi;;39;32;8.36;36.70;23.88;;34.70;0.78
14/01/20 14:00;Barletta - Casardi;;39;32;5.76;32.47;23.65;;44.30;0.62
14/01/20 15:00;Barletta - Casardi;;39;32;3.32;26.02;20.93;;52.64;0.49
14/01/20 16:00;Barletta - Casardi;;39;32;2.29;25.64;22.13;;56.36;0.44
14/01/20 17:00;Barletta - Casardi;;39;32;2.27;41.70;38.22;;42.21;0.49
14/01/20 18:00;Barletta - Casardi;;39;32;43.77;154.37;87.26;;8.34;0.71
14/01/20 19:00;Barletta - Casardi;;39;32;63.12;185.56;88.79;;3.65;1.12
14/01/20 20:00;Barletta - Casardi;;39;32;74.35;203.71;89.73;;4.07;1.33
14/01/20 21:00;Barletta - Casardi;;39;32;62.68;181.10;85.00;;4.32;2.25
14/01/20 22:00;Barletta - Casardi;;39;32;26.71;101.63;60.67;;5.96;2.34
14/01/20 23:00;Barletta - Casardi;;39;32;6.19;51.22;41.72;;14.28;1.32
15/01/20 00:00;Barletta - Casardi;;39;32;2.07;37.68;34.50;;24.69;0.79
15/01/20 01:00;Barletta - Casardi;;36;29;0.74;26.80;25.67;;30.99;0.62
15/01/20 02:00;Barletta - Casardi;;36;29;0.53;19.36;18.54;;36.30;0.56
15/01/20 03:00;Barletta - Casardi;;36;29;0.39;15.07;14.48;;45.01;0.63
15/01/20 04:00;Barletta - Casardi;;36;29;0.40;14.38;13.77;;43.52;0.64
15/01/20 05:00;Barletta - Casardi;;36;29;0.43;14.32;13.67;;40.96;0.65
15/01/20 06:00;Barletta - Casardi;;36;29;0.80;19.94;18.71;;36.50;0.67
15/01/20 07:00;Barletta - Casardi;;36;29;1.60;32.25;29.79;;31.05;0.64
15/01/20 08:00;Barletta - Casardi;;36;29;4.39;49.39;42.66;;25.16;0.75
15/01/20 09:00;Barletta - Casardi;;36;29;14.05;72.82;51.27;;22.68;1.55
15/01/20 10:00;Barletta - Casardi;;36;29;10.25;54.91;39.20;;35.80;1.35
15/01/20 11:00;Barletta - Casardi;;36;29;5.81;37.67;28.76;;51.51;0.95
15/01/20 12:00;Barletta - Casardi;;36;29;4.86;32.78;25.33;;58.29;0.67
15/01/20 13:00;Barletta - Casardi;;36;29;3.61;26.84;21.31;;65.45;0.52
15/01/20 14:00;Barletta - Casardi;;36;29;2.99;24.10;19.51;;62.73;0.43
15/01/20 15:00;Barletta - Casardi;;36;29;3.22;28.12;23.19;;62.51;0.37
15/01/20 16:00;Barletta - Casardi;;36;29;2.35;29.48;25.88;;60.10;0.36
15/01/20 17:00;Barletta - Casardi;;36;29;3.62;56.56;51.01;;32.52;0.44
15/01/20 18:00;Barletta - Casardi;;36;29;50.56;163.98;86.45;;4.10;1.05
15/01/20 19:00;Barletta - Casardi;;36;29;167.90;372.82;115.38;;5.42;2.20
15/01/20 20:00;Barletta - Casardi;;36;29;68.48;195.61;90.58;;4.72;2.41
15/01/20 21:00;Barletta - Casardi;;36;29;24.41;107.52;70.10;;8.18;1.77
15/01/20 22:00;Barletta - Casardi;;36;29;15.72;88.52;64.42;;8.93;0.99
15/01/20 23:00;Barletta - Casardi;;36;29;5.00;53.32;45.65;;20.77;0.77
16/01/20 00:00;Barletta - Casardi;;36;29;2.54;36.14;32.25;;22.97;0.63
16/01/20 01:00;Barletta - Casardi;;33;28;1.06;23.39;21.76;;31.21;0.52
16/01/20 02:00;Barletta - Casardi;;33;28;0.53;16.04;15.23;;42.05;0.50
16/01/20 03:00;Barletta - Casardi;;33;28;;;;;46.44;0.42
16/01/20 04:00;Barletta - Casardi;;33;28;0.43;14.15;13.50;;41.90;0.81
16/01/20 05:00;Barletta - Casardi;;33;28;0.44;13.55;12.88;;;0.65
16/01/20 06:00;Barletta - Casardi;;33;28;0.83;17.95;16.66;;46.72;0.61
16/01/20 07:00;Barletta - Casardi;;33;28;0.99;28.73;27.20;;38.73;0.54
16/01/20 08:00;Barletta - Casardi;;33;28;5.36;50.92;42.71;;25.90;0.78
16/01/20 09:00;Barletta - Casardi;;33;28;11.48;63.28;45.68;;26.48;1.36
16/01/20 10:00;Barletta - Casardi;;33;28;7.77;45.88;33.96;;42.39;1.17
16/01/20 11:00;Barletta - Casardi;;33;28;4.75;30.98;23.70;;52.30;0.69
16/01/20 12:00;Barletta - Casardi;;33;28;5.11;30.95;23.12;;51.75;0.81
16/01/20 13:00;Barletta - Casardi;;33;28;4.34;30.73;24.07;;61.04;0.68
16/01/20 14:00;Barletta - Casardi;;33;28;3.88;30.17;24.23;;67.38;0.49
16/01/20 15:00;Barletta - Casardi;;33;28;2.44;24.12;20.39;;69.18;0.39
16/01/20 16:00;Barletta - Casardi;;33;28;1.91;27.46;24.53;;64.12;0.31
16/01/20 17:00;Barletta - Casardi;;33;28;1.70;38.55;35.94;;48.14;0.35
16/01/20 18:00;Barletta - Casardi;;33;28;5.94;68.88;59.77;;22.60;0.60
16/01/20 19:00;Barletta - Casardi;;33;28;6.46;66.74;56.84;;21.31;0.81
16/01/20 20:00;Barletta - Casardi;;33;28;7.33;63.84;52.61;;17.68;0.83
16/01/20 21:00;Barletta - Casardi;;33;28;9.19;67.58;53.49;;15.04;0.87
16/01/20 22:00;Barletta - Casardi;;33;28;7.13;57.74;46.80;;17.61;0.90
16/01/20 23:00;Barletta - Casardi;;33;28;2.67;39.82;35.73;;24.07;0.83
17/01/20 00:00;Barletta - Casardi;;33;28;2.33;34.62;31.05;;26.26;0.76
17/01/20 01:00;Barletta - Casardi;;44;38;1.08;26.22;24.56;;32.19;0.70
17/01/20 02:00;Barletta - Casardi;;44;38;0.55;19.63;18.81;;38.01;0.60
17/01/20 03:00;Barletta - Casardi;;44;38;0.40;17.18;16.57;;40.69;0.57
17/01/20 04:00;Barletta - Casardi;;44;38;0.24;15.88;15.50;;41.29;0.56
17/01/20 05:00;Barletta - Casardi;;44;38;0.41;15.69;15.06;;41.53;0.56
17/01/20 06:00;Barletta - Casardi;;44;38;0.59;19.88;19.00;;39.40;0.52
17/01/20 07:00;Barletta - Casardi;;44;38;1.07;28.16;26.51;;37.12;0.62
17/01/20 08:00;Barletta - Casardi;;44;38;3.73;43.33;37.61;;27.24;0.90
17/01/20 09:00;Barletta - Casardi;;44;38;8.71;54.45;41.09;;27.28;1.21
17/01/20 10:00;Barletta - Casardi;;44;38;7.53;44.09;32.54;;38.00;0.88
17/01/20 11:00;Barletta - Casardi;;44;38;6.12;36.05;26.66;;44.62;0.70
17/01/20 12:00;Barletta - Casardi;;44;38;5.14;31.59;23.70;;49.48;0.72
17/01/20 13:00;Barletta - Casardi;;44;38;3.94;28.40;22.36;;60.38;0.57
17/01/20 14:00;Barletta - Casardi;;44;38;2.87;23.56;19.17;;64.42;0.51
17/01/20 15:00;Barletta - Casardi;;44;38;2.30;23.82;20.30;;65.00;0.44
17/01/20 16:00;Barletta - Casardi;;44;38;3.03;36.55;31.90;;59.18;0.48
17/01/20 17:00;Barletta - Casardi;;44;38;2.39;42.89;39.23;;48.12;0.53
17/01/20 18:00;Barletta - Casardi;;44;38;34.40;142.07;89.32;;7.33;0.98
17/01/20 19:00;Barletta - Casardi;;44;38;74.19;212.65;98.89;;4.41;1.65
17/01/20 20:00;Barletta - Casardi;;44;38;24.97;117.50;79.21;;7.48;1.31
17/01/20 21:00;Barletta - Casardi;;44;38;15.78;98.13;73.92;;10.73;1.27
17/01/20 22:00;Barletta - Casardi;;44;38;8.94;77.92;64.22;;14.77;1.04
17/01/20 23:00;Barletta - Casardi;;44;38;2.38;47.80;44.15;;27.70;0.87
18/01/20 00:00;Barletta - Casardi;;44;38;1.13;32.44;30.71;;38.66;0.64
18/01/20 01:00;Barletta - Casardi;;35;29;0.75;25.54;24.39;;43.17;0.62
18/01/20 02:00;Barletta - Casardi;;35;29;1.51;26.53;24.22;;39.77;0.65
18/01/20 03:00;Barletta - Casardi;;35;29;;;;;36.02;0.79
18/01/20 04:00;Barletta - Casardi;;35;29;0.74;33.27;32.13;;28.46;0.75
18/01/20 05:00;Barletta - Casardi;;35;29;0.54;29.25;28.44;;;0.82
18/01/20 06:00;Barletta - Casardi;;35;29;0.38;22.43;21.85;;;0.73
18/01/20 07:00;Barletta - Casardi;;35;29;2.17;44.54;41.22;;;0.66
18/01/20 08:00;Barletta - Casardi;;35;29;15.27;81.43;58.01;;;0.72
18/01/20 09:00;Barletta - Casardi;;35;29;52.15;157.91;77.97;;;1.54
18/01/20 10:00;Barletta - Casardi;;35;29;89.21;232.47;95.70;;;2.77
18/01/20 11:00;Barletta - Casardi;;35;29;33.23;123.66;72.71;;;3.15
18/01/20 12:00;Barletta - Casardi;;35;29;14.21;72.00;50.21;;;1.73
18/01/20 13:00;Barletta - Casardi;;35;29;6.33;43.71;34.00;;;1.30
18/01/20 14:00;Barletta - Casardi;;35;29;3.01;30.09;25.48;;;0.71
18/01/20 15:00;Barletta - Casardi;;35;29;1.96;27.87;24.88;;;0.49
18/01/20 16:00;Barletta - Casardi;;35;29;1.21;24.38;22.52;;;0.38
18/01/20 17:00;Barletta - Casardi;;35;29;1.44;39.83;37.61;;;0.44
18/01/20 18:00;Barletta - Casardi;;35;29;1.56;44.70;42.30;;;0.68
18/01/20 19:00;Barletta - Casardi;;35;29;2.10;52.23;49.00;;;0.66
18/01/20 20:00;Barletta - Casardi;;35;29;3.49;56.26;50.91;;;0.61
18/01/20 21:00;Barletta - Casardi;;35;29;5.35;63.67;55.48;;;0.62
18/01/20 22:00;Barletta - Casardi;;35;29;3.91;54.52;48.52;;;0.62
18/01/20 23:00;Barletta - Casardi;;35;29;1.25;31.75;29.83;;;0.44
19/01/20 00:00;Barletta - Casardi;;35;29;1.12;27.51;25.80;;;0.41
19/01/20 01:00;Barletta - Casardi;;22;18;1.00;23.61;22.07;;;0.52
19/01/20 02:00;Barletta - Casardi;;22;18;0.99;23.33;21.83;;;0.61
19/01/20 03:00;Barletta - Casardi;;22;18;0.73;18.23;17.11;;;0.58
19/01/20 04:00;Barletta - Casardi;;22;18;0.72;17.12;16.02;;;0.52
19/01/20 05:00;Barletta - Casardi;;22;18;0.36;16.10;15.57;;;0.51
19/01/20 06:00;Barletta - Casardi;;22;18;0.65;16.99;15.98;;;0.47
19/01/20 07:00;Barletta - Casardi;;22;18;1.06;22.14;20.51;;;0.51
19/01/20 08:00;Barletta - Casardi;;22;18;1.46;21.47;19.24;;;0.54
19/01/20 09:00;Barletta - Casardi;;22;18;2.56;22.25;18.33;;;0.67
19/01/20 10:00;Barletta - Casardi;;22;18;3.68;22.93;17.29;;;0.64
19/01/20 11:00;Barletta - Casardi;;22;18;3.33;23.72;18.61;;;0.58
19/01/20 12:00;Barletta - Casardi;;22;18;3.42;27.63;22.40;;;0.61
19/01/20 13:00;Barletta - Casardi;;22;18;4.88;33.10;25.61;;;0.70
19/01/20 14:00;Barletta - Casardi;;22;18;3.03;26.37;21.71;;;0.61
19/01/20 15:00;Barletta - Casardi;;22;18;1.48;17.63;15.36;;;0.55
19/01/20 16:00;Barletta - Casardi;;22;18;0.87;20.58;19.26;;;0.51
19/01/20 17:00;Barletta - Casardi;;22;18;0.96;34.97;33.50;;;0.56
19/01/20 18:00;Barletta - Casardi;;22;18;1.88;39.23;36.34;;;0.64
19/01/20 19:00;Barletta - Casardi;;22;18;2.40;43.00;39.31;;;0.81
19/01/20 20:00;Barletta - Casardi;;22;18;3.41;47.25;42.03;;;0.90
19/01/20 21:00;Barletta - Casardi;;22;18;4.26;50.60;44.06;;;0.76
19/01/20 22:00;Barletta - Casardi;;22;18;2.97;43.58;39.04;;;0.75
19/01/20 23:00;Barletta - Casardi;;22;18;1.42;29.00;26.82;;;0.67
20/01/20 00:00;Barletta - Casardi;;22;18;0.93;24.38;23.02;;;0.60
20/01/20 01:00;Barletta - Casardi;;19;13;0.75;19.20;18.04;;;0.50
20/01/20 02:00;Barletta - Casardi;;19;13;0.53;14.70;13.89;;;0.51
20/01/20 03:00;Barletta - Casardi;;19;13;;;;;;0.48
20/01/20 04:00;Barletta - Casardi;;19;13;0.44;12.22;11.54;;;0.48
20/01/20 05:00;Barletta - Casardi;;19;13;0.47;10.32;9.61;;;0.47
20/01/20 06:00;Barletta - Casardi;;19;13;0.72;14.96;13.86;;35.39;0.48
20/01/20 07:00;Barletta - Casardi;;19;13;1.38;26.96;24.83;;27.09;0.52
20/01/20 08:00;Barletta - Casardi;;19;13;4.41;41.95;35.19;;19.41;0.63
20/01/20 09:00;Barletta - Casardi;;19;13;10.03;53.09;37.70;;19.03;0.96
20/01/20 10:00;Barletta - Casardi;;19;13;8.00;43.11;30.83;;25.65;0.82
20/01/20 11:00;Barletta - Casardi;;19;13;5.75;33.05;24.23;;32.48;0.90
20/01/20 12:00;Barletta - Casardi;;19;13;5.85;31.68;22.70;;36.83;0.70
20/01/20 13:00;Barletta - Casardi;;19;13;5.48;32.97;24.56;;38.84;0.68
20/01/20 14:00;Barletta - Casardi;;19;13;3.48;24.82;19.48;;48.79;0.72
20/01/20 15:00;Barletta - Casardi;;19;13;2.32;20.84;17.29;;58.69;0.62
20/01/20 16:00;Barletta - Casardi;;19;13;2.39;30.48;26.82;;54.94;0.68
20/01/20 17:00;Barletta - Casardi;;19;13;2.19;40.13;36.76;;46.41;0.69
20/01/20 18:00;Barletta - Casardi;;19;13;1.81;40.77;38.00;;46.17;0.74
20/01/20 19:00;Barletta - Casardi;;19;13;0.84;31.29;30.00;;52.56;0.67
20/01/20 20:00;Barletta - Casardi;;19;13;1.54;35.61;33.25;;51.34;0.70
20/01/20 21:00;Barletta - Casardi;;19;13;1.26;35.14;33.21;;50.60;0.66
20/01/20 22:00;Barletta - Casardi;;19;13;1.03;34.31;32.74;;49.18;0.65
20/01/20 23:00;Barletta - Casardi;;19;13;2.22;38.50;35.10;;30.11;0.76
21/01/20 00:00;Barletta - Casardi;;19;13;2.54;38.16;34.28;;19.09;0.78
21/01/20 01:00;Barletta - Casardi;;24;19;1.10;25.09;23.40;;26.00;0.73
21/01/20 02:00;Barletta - Casardi;;24;19;1.01;17.57;16.01;;32.14;0.70
21/01/20 03:00;Barletta - Casardi;;24;19;0.85;16.24;14.93;;35.63;0.58
21/01/20 04:00;Barletta - Casardi;;24;19;0.53;15.04;14.22;;37.78;0.60
21/01/20 05:00;Barletta - Casardi;;24;19;0.44;11.76;11.09;;40.60;0.57
21/01/20 06:00;Barletta - Casardi;;24;19;0.48;14.45;13.71;;39.72;0.58
21/01/20 07:00;Barletta - Casardi;;24;19;0.96;24.00;22.54;;34.36;0.56
21/01/20 08:00;Barletta - Casardi;;24;19;3.63;40.30;34.73;;26.38;0.69
21/01/20 09:00;Barletta - Casardi;;24;19;8.76;50.66;37.24;;26.80;1.05
21/01/20 10:00;Barletta - Casardi;;24;19;7.32;39.11;27.88;;38.91;0.98
21/01/20 11:00;Barletta - Casardi;;24;19;4.49;26.65;19.78;;49.63;0.69
21/01/20 12:00;Barletta - Casardi;;24;19;3.19;21.02;16.12;;57.76;0.64
21/01/20 13:00;Barletta - Casardi;;24;19;3.06;20.48;15.78;;58.84;0.63
21/01/20 14:00;Barletta - Casardi;;24;19;5.88;33.35;24.33;;52.40;0.66
21/01/20 15:00;Barletta - Casardi;;24;19;2.69;22.76;18.62;;65.56;0.53
21/01/20 16:00;Barletta - Casardi;;24;19;2.28;25.03;21.54;;64.38;0.56
21/01/20 17:00;Barletta - Casardi;;24;19;1.87;34.97;32.11;;53.97;0.60
21/01/20 18:00;Barletta - Casardi;;24;19;2.48;53.67;49.87;;34.25;0.66
21/01/20 19:00;Barletta - Casardi;;24;19;2.93;54.78;50.30;;33.84;0.83
21/01/20 20:00;Barletta - Casardi;;24;19;41.65;136.90;73.03;;8.39;1.27
21/01/20 21:00;Barletta - Casardi;;24;19;10.71;70.44;54.01;;15.54;1.10
21/01/20 22:00;Barletta - Casardi;;24;19;5.98;50.67;41.49;;22.06;0.96
21/01/20 23:00;Barletta - Casardi;;24;19;2.15;35.20;31.90;;29.05;0.85
22/01/20 00:00;Barletta - Casardi;;24;19;1.08;23.92;22.26;;36.36;0.68
22/01/20 01:00;Barletta - Casardi;;28;21;0.63;16.52;15.57;;42.08;0.56
22/01/20 02:00;Barletta - Casardi;;28;21;0.33;11.02;10.50;;46.94;0.50
22/01/20 03:00;Barletta - Casardi;;28;21;;;;;48.78;0.47
22/01/20 04:00;Barletta - Casardi;;28;21;0.16;9.15;8.92;;51.27;0.45
22/01/20 05:00;Barletta - Casardi;;28;21;0.25;10.04;9.69;;;0.44
22/01/20 06:00;Barletta - Casardi;;28;21;0.40;13.48;12.86;;50.86;0.45
22/01/20 07:00;Barletta - Casardi;;28;21;0.91;25.30;23.90;;39.25;0.48
22/01/20 08:00;Barletta - Casardi;;28;21;4.77;48.00;40.70;;24.34;0.88
22/01/20 09:00;Barletta - Casardi;;28;21;14.23;70.47;48.65;;22.67;1.27
22/01/20 10:00;Barletta - Casardi;;28;21;9.94;49.76;34.51;;36.79;1.25
22/01/20 11:00;Barletta - Casardi;;28;21;5.61;31.30;22.70;;46.57;0.71
22/01/20 12:00;Barletta - Casardi;;28;21;4.94;28.52;20.94;;51.97;0.64
22/01/20 13:00;Barletta - Casardi;;28;21;3.73;24.88;19.16;;58.17;0.54
22/01/20 14:00;Barletta - Casardi;;28;21;3.68;25.82;20.18;;55.38;0.53
22/01/20 15:00;Barletta - Casardi;;28;21;2.02;19.02;15.92;;65.59;0.50
22/01/20 16:00;Barletta - Casardi;;28;21;3.19;31.27;26.36;;59.52;0.48
22/01/20 17:00;Barletta - Casardi;;28;21;2.42;37.14;33.46;;51.68;0.45
22/01/20 18:00;Barletta - Casardi;;28;21;17.92;113.00;85.52;;5.92;0.84
22/01/20 19:00;Barletta - Casardi;;28;21;68.92;204.27;98.61;;4.40;0.91
22/01/20 20:00;Barletta - Casardi;;28;21;47.28;158.30;85.80;;5.38;2.07
22/01/20 21:00;Barletta - Casardi;;28;21;21.24;98.75;66.18;;6.79;1.29
22/01/20 22:00;Barletta - Casardi;;28;21;25.12;109.31;70.80;;5.36;1.20
22/01/20 23:00;Barletta - Casardi;;28;21;6.05;55.96;46.68;;19.14;0.88
23/01/20 00:00;Barletta - Casardi;;28;21;1.78;35.66;32.93;;26.70;0.72
23/01/20 01:00;Barletta - Casardi;;35;27;0.87;23.60;22.27;;36.09;0.69
23/01/20 02:00;Barletta - Casardi;;35;27;0.40;14.81;14.19;;41.28;0.53
23/01/20 03:00;Barletta - Casardi;;35;27;0.50;15.59;14.83;;38.59;0.45
23/01/20 04:00;Barletta - Casardi;;35;27;0.57;16.04;15.18;;41.16;0.47
23/01/20 05:00;Barletta - Casardi;;35;27;0.79;14.38;13.18;;44.55;0.46
23/01/20 06:00;Barletta - Casardi;;35;27;0.48;15.37;14.64;;48.60;0.44
23/01/20 07:00;Barletta - Casardi;;35;27;1.22;30.65;28.78;;33.98;0.55
23/01/20 08:00;Barletta - Casardi;;35;27;4.28;49.44;42.87;;22.46;0.83
23/01/20 09:00;Barletta - Casardi;;35;27;7.79;47.86;35.92;;30.89;1.18
23/01/20 10:00;Barletta - Casardi;;35;27;7.23;39.98;28.89;;39.76;0.87
23/01/20 11:00;Barletta - Casardi;;35;27;4.19;25.30;18.87;;51.14;0.75
23/01/20 12:00;Barletta - Casardi;;35;27;3.69;22.87;17.21;;56.46;0.62
23/01/20 13:00;Barletta - Casardi;;35;27;3.13;21.88;17.08;;63.08;0.60
23/01/20 14:00;Barletta - Casardi;;35;27;4.36;27.14;20.45;;54.54;0.58
23/01/20 15:00;Barletta - Casardi;;35;27;3.83;28.22;22.35;;56.12;0.59
23/01/20 16:00;Barletta - Casardi;;35;27;3.22;29.70;24.77;;52.66;0.53
23/01/20 17:00;Barletta - Casardi;;35;27;3.37;46.80;41.65;;38.39;0.56
23/01/20 18:00;Barletta - Casardi;;35;27;21.03;105.72;73.51;;11.40;0.72
23/01/20 19:00;Barletta - Casardi;;35;27;36.78;137.57;81.18;;6.19;1.27
23/01/20 20:00;Barletta - Casardi;;35;27;10.80;81.59;65.04;;12.24;1.10
23/01/20 21:00;Barletta - Casardi;;35;27;6.72;64.50;54.18;;18.74;0.84
23/01/20 22:00;Barletta - Casardi;;35;27;3.45;50.01;44.73;;25.89;0.63
23/01/20 23:00;Barletta - Casardi;;35;27;1.77;37.48;34.76;;32.14;0.52
24/01/20 00:00;Barletta - Casardi;;35;27;1.06;25.08;23.45;;41.94;0.47
24/01/20 01:00;Barletta - Casardi;;40;32;0.57;18.66;17.78;;45.71;0.41
24/01/20 02:00;Barletta - Casardi;;40;32;0.44;14.85;14.17;;47.00;0.43
24/01/20 03:00;Barletta - Casardi;;40;32;;;;;46.12;0.36
24/01/20 04:00;Barletta - Casardi;;40;32;0.22;13.75;13.45;;41.17;0.35
24/01/20 05:00;Barletta - Casardi;;40;32;0.42;16.05;15.40;;;0.33
24/01/20 06:00;Barletta - Casardi;;40;32;0.80;21.87;20.64;;35.16;0.32
24/01/20 07:00;Barletta - Casardi;;40;32;2.46;41.63;37.86;;19.95;0.55
24/01/20 08:00;Barletta - Casardi;;40;32;26.81;101.86;60.75;;6.04;0.91
24/01/20 09:00;Barletta - Casardi;;40;32;67.00;178.66;75.94;;8.42;2.91
24/01/20 10:00;Barletta - Casardi;;40;32;81.51;199.27;74.28;;10.05;3.08
24/01/20 11:00;Barletta - Casardi;;40;32;19.75;72.78;42.49;;28.92;1.86
24/01/20 12:00;Barletta - Casardi;;40;32;5.68;33.18;24.47;;48.17;0.89
24/01/20 13:00;Barletta - Casardi;;40;32;4.67;30.07;22.91;;57.38;0.72
24/01/20 14:00;Barletta - Casardi;;40;32;3.70;27.51;21.82;;63.86;0.66
24/01/20 15:00;Barletta - Casardi;;40;32;2.79;26.45;22.17;;66.36;0.47
24/01/20 16:00;Barletta - Casardi;;40;32;2.27;29.85;26.38;;67.26;0.44
24/01/20 17:00;Barletta - Casardi;;40;32;1.41;27.62;25.46;;67.22;0.44
24/01/20 18:00;Barletta - Casardi;;40;32;1.97;55.18;52.19;;32.91;0.67
24/01/20 19:00;Barletta - Casardi;;40;32;3.89;61.70;55.74;;24.38;0.72
24/01/20 20:00;Barletta - Casardi;;40;32;5.21;63.86;55.86;;21.23;0.91
24/01/20 21:00;Barletta - Casardi;;40;32;4.34;57.84;51.19;;23.74;0.87
24/01/20 22:00;Barletta - Casardi;;40;32;3.24;52.77;47.80;;24.64;0.75
24/01/20 23:00;Barletta - Casardi;;40;32;2.11;42.98;39.76;;27.34;0.72
25/01/20 00:00;Barletta - Casardi;;40;32;3.22;51.43;46.50;;18.97;0.81
25/01/20 01:00;Barletta - Casardi;;48;38;0.92;33.13;31.72;;27.52;0.71
25/01/20 02:00;Barletta - Casardi;;48;38;0.76;29.19;28.02;;28.26;0.61
25/01/20 03:00;Barletta - Casardi;;48;38;0.69;21.86;20.80;;27.82;0.56
25/01/20 04:00;Barletta - Casardi;;48;38;0.64;20.81;19.82;;29.54;0.52
25/01/20 05:00;Barletta - Casardi;;48;38;0.43;21.21;20.55;;27.59;0.69
25/01/20 06:00;Barletta - Casardi;;48;38;0.88;27.99;26.64;;20.07;0.70
25/01/20 07:00;Barletta - Casardi;;48;38;9.66;61.09;46.29;;7.16;0.88
25/01/20 08:00;Barletta - Casardi;;48;38;25.55;94.18;55.02;;6.66;1.29
25/01/20 09:00;Barletta - Casardi;;48;38;21.22;85.85;53.31;;15.73;2.12
25/01/20 10:00;Barletta - Casardi;;48;38;17.34;78.39;51.80;;25.86;1.97
25/01/20 11:00;Barletta - Casardi;;48;38;22.04;91.41;57.62;;28.98;2.71
25/01/20 12:00;Barletta - Casardi;;48;38;10.17;55.41;39.81;;43.35;1.92
25/01/20 13:00;Barletta - Casardi;;48;38;7.82;48.28;36.28;;52.07;1.46
25/01/20 14:00;Barletta - Casardi;;48;38;4.15;33.15;26.78;;64.73;0.65
25/01/20 15:00;Barletta - Casardi;;48;38;1.61;19.20;16.73;;74.22;0.40
25/01/20 16:00;Barletta - Casardi;;48;38;0.89;17.68;16.32;;76.58;0.42
25/01/20 17:00;Barletta - Casardi;;48;38;0.78;34.17;32.97;;73.35;0.67
25/01/20 18:00;Barletta - Casardi;;48;38;2.84;66.77;62.42;;41.97;1.08
25/01/20 19:00;Barletta - Casardi;;48;38;8.67;89.20;75.92;;22.48;1.57
25/01/20 20:00;Barletta - Casardi;;48;38;42.34;159.86;94.93;;5.37;1.95
25/01/20 21:00;Barletta - Casardi;;48;38;6.01;52.46;43.24;;30.19;1.21
25/01/20 22:00;Barletta - Casardi;;48;38;7.88;67.53;55.46;;14.44;0.72
25/01/20 23:00;Barletta - Casardi;;48;38;4.24;57.63;51.13;;17.53;0.78
26/01/20 00:00;Barletta - Casardi;;48;38;5.83;64.81;55.87;;11.16;0.74
26/01/20 01:00;Barletta - Casardi;;46;37;3.48;48.48;43.15;;14.50;0.73
26/01/20 02:00;Barletta - Casardi;;46;37;6.03;55.39;46.16;;9.08;0.76
26/01/20 03:00;Barletta - Casardi;;46;37;;;;;4.71;0.94
26/01/20 04:00;Barletta - Casardi;;46;37;;;;;3.37;1.06
26/01/20 05:00;Barletta - Casardi;;46;37;;;;;;0.96
26/01/20 06:00;Barletta - Casardi;;46;37;;;;;7.72;0.95
26/01/20 07:00;Barletta - Casardi;;46;37;;;;;27.25;0.48
26/01/20 08:00;Barletta - Casardi;;46;37;;;;;12.25;0.61
26/01/20 09:00;Barletta - Casardi;;46;37;;;;;16.15;1.09
26/01/20 10:00;Barletta - Casardi;;46;37;;;;;20.09;1.49
26/01/20 11:00;Barletta - Casardi;;46;37;;;;;25.11;1.74
26/01/20 12:00;Barletta - Casardi;;46;37;;;;;33.36;1.83
26/01/20 13:00;Barletta - Casardi;;46;37;;;;;37.58;1.60
26/01/20 14:00;Barletta - Casardi;;46;37;;;;;52.61;0.80
26/01/20 15:00;Barletta - Casardi;;46;37;;;;;53.35;0.48
26/01/20 16:00;Barletta - Casardi;;46;37;;;;;49.67;0.43
26/01/20 17:00;Barletta - Casardi;;46;37;;;;;43.47;0.45
26/01/20 18:00;Barletta - Casardi;;46;37;;;;;40.68;0.48
26/01/20 19:00;Barletta - Casardi;;46;37;;;;;22.64;0.78
26/01/20 20:00;Barletta - Casardi;;46;37;;;;;30.21;0.75
26/01/20 21:00;Barletta - Casardi;;46;37;;;;;31.50;0.72
26/01/20 22:00;Barletta - Casardi;;46;37;;;;;36.56;0.63
26/01/20 23:00;Barletta - Casardi;;46;37;;;;;38.69;0.60
27/01/20 00:00;Barletta - Casardi;;46;37;;;;;34.82;0.63
27/01/20 01:00;Barletta - Casardi;;36;24;;;;;37.55;0.58
27/01/20 02:00;Barletta - Casardi;;36;24;;;;;43.29;0.53
27/01/20 03:00;Barletta - Casardi;;36;24;;;;;45.51;0.50
27/01/20 04:00;Barletta - Casardi;;36;24;;;;;45.88;0.49
27/01/20 05:00;Barletta - Casardi;;36;24;;;;;46.72;0.48
27/01/20 06:00;Barletta - Casardi;;36;24;;;;;44.83;0.48
27/01/20 07:00;Barletta - Casardi;;36;24;;;;;38.84;0.50
27/01/20 08:00;Barletta - Casardi;;36;24;;;;;29.64;0.66
27/01/20 09:00;Barletta - Casardi;;36;24;;;;;28.69;0.87
27/01/20 10:00;Barletta - Casardi;;36;24;;;;;38.16;0.72
